chunk_id,local_index,cell_type
17,34840,hematopoietic multipotent progenitor cell
17,34841,erythroid progenitor cell
17,34842,hematopoietic stem cell
17,34844,hematopoietic stem cell
17,34847,common myeloid progenitor
17,34851,granulocyte monocyte progenitor cell
17,34853,erythroid progenitor cell
17,34858,hematopoietic oligopotent progenitor cell
17,34862,hematopoietic multipotent progenitor cell
17,34865,common myeloid progenitor
17,34867,erythroid progenitor cell
17,34869,hematopoietic stem cell
17,34870,hematopoietic stem cell
17,34872,hematopoietic stem cell
17,34875,megakaryocyte-erythroid progenitor cell
17,34876,erythroid progenitor cell
17,34879,hematopoietic stem cell
17,34880,hematopoietic stem cell
17,34883,hematopoietic oligopotent progenitor cell
17,34886,hematopoietic stem cell
17,34890,hematopoietic multipotent progenitor cell
17,34894,megakaryocyte-erythroid progenitor cell
17,34903,common myeloid progenitor
17,34904,hematopoietic oligopotent progenitor cell
17,34908,granulocyte monocyte progenitor cell
17,34909,granulocyte monocyte progenitor cell
17,34920,hematopoietic stem cell
17,34921,hematopoietic multipotent progenitor cell
17,34922,megakaryocyte progenitor cell
17,34923,hematopoietic stem cell
17,34926,hematopoietic stem cell
17,34927,common myeloid progenitor
17,34932,hematopoietic stem cell
17,34933,hematopoietic stem cell
17,34934,hematopoietic multipotent progenitor cell
17,34935,erythroid progenitor cell
17,34941,hematopoietic stem cell
17,34949,hematopoietic multipotent progenitor cell
17,34950,hematopoietic stem cell
17,34955,erythroid progenitor cell
17,34960,megakaryocyte-erythroid progenitor cell
17,34962,megakaryocyte-erythroid progenitor cell
17,34966,hematopoietic stem cell
17,34971,megakaryocyte-erythroid progenitor cell
17,34973,hematopoietic stem cell
17,34975,hematopoietic multipotent progenitor cell
17,34977,megakaryocyte-erythroid progenitor cell
17,34981,CD14-positive monocyte
17,34987,promonocyte
17,34996,orthochromatic erythroblast
17,34997,"effector memory CD8-positive, alpha-beta T cell"
17,35003,polychromatophilic erythroblast
17,35007,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,35009,orthochromatic erythroblast
17,35013,pre-conventional dendritic cell
17,35014,hematopoietic oligopotent progenitor cell
17,35015,erythroid progenitor cell
17,35033,orthochromatic erythroblast
17,35045,"CD8-positive, alpha-beta memory T cell"
17,35048,conventional dendritic cell
17,35067,erythroid progenitor cell
17,35072,hematopoietic oligopotent progenitor cell
17,35085,CD14-positive monocyte
17,35090,pre-conventional dendritic cell
17,35096,CD14-positive monocyte
17,35104,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35112,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35116,basophilic erythroblast
17,35121,"central memory CD8-positive, alpha-beta T cell"
17,35135,promonocyte
17,35138,"CD14-positive, CD16-positive monocyte"
17,35149,granulocyte monocyte progenitor cell
17,35156,CD14-positive monocyte
17,35165,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35177,"plasmacytoid dendritic cell, human"
17,35179,erythroid progenitor cell
17,35205,orthochromatic erythroblast
17,35207,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35214,megakaryocyte progenitor cell
17,35226,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35229,polychromatophilic erythroblast
17,35232,common myeloid progenitor
17,35237,granulocyte monocyte progenitor cell
17,35240,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,35254,promonocyte
17,35262,"central memory CD4-positive, alpha-beta T cell"
17,35268,conventional dendritic cell
17,35270,hematopoietic multipotent progenitor cell
17,35274,basophilic erythroblast
17,35278,orthochromatic erythroblast
17,35284,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35320,erythroid progenitor cell
17,35321,pre-conventional dendritic cell
17,35336,polychromatophilic erythroblast
17,35340,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35352,CD14-positive monocyte
17,35361,polychromatophilic erythroblast
17,35370,"effector memory CD8-positive, alpha-beta T cell"
17,35382,orthochromatic erythroblast
17,35387,polychromatophilic erythroblast
17,35388,orthochromatic erythroblast
17,35396,erythroid progenitor cell
17,35400,CD14-positive monocyte
17,35405,large pre-B-II cell
17,35411,pre-conventional dendritic cell
17,35441,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35449,orthochromatic erythroblast
17,35459,basophilic erythroblast
17,35472,CD14-positive monocyte
17,35476,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,35477,mature B cell
17,35483,"effector memory CD4-positive, alpha-beta T cell"
17,35493,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35504,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35506,mature B cell
17,35526,polychromatophilic erythroblast
17,35530,"plasmacytoid dendritic cell, human"
17,35532,basophilic erythroblast
17,35542,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35552,polychromatophilic erythroblast
17,35553,CD14-positive monocyte
17,35561,"effector memory CD8-positive, alpha-beta T cell"
17,35567,erythroid progenitor cell
17,35568,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35571,CD14-positive monocyte
17,35587,"CD14-positive, CD16-positive monocyte"
17,35591,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35594,"central memory CD4-positive, alpha-beta T cell"
17,35604,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35605,"effector memory CD8-positive, alpha-beta T cell"
17,35613,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35654,basophilic erythroblast
17,35655,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35670,"effector memory CD4-positive, alpha-beta T cell"
17,35671,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,35673,"CD14-positive, CD16-positive monocyte"
17,35675,"effector memory CD8-positive, alpha-beta T cell"
17,35698,megakaryocyte-erythroid progenitor cell
17,35699,orthochromatic erythroblast
17,35701,orthochromatic erythroblast
17,35706,polychromatophilic erythroblast
17,35708,basophilic erythroblast
17,35709,orthochromatic erythroblast
17,35712,late pro-B cell
17,35716,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35719,common myeloid progenitor
17,35722,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35742,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35743,"central memory CD4-positive, alpha-beta T cell"
17,35748,orthochromatic erythroblast
17,35753,orthochromatic erythroblast
17,35760,orthochromatic erythroblast
17,35761,plasma cell
17,35769,polychromatophilic erythroblast
17,35783,polychromatophilic erythroblast
17,35824,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,35834,"central memory CD4-positive, alpha-beta T cell"
17,35843,basophilic erythroblast
17,35851,"CD16-negative, CD56-bright natural killer cell, human"
17,35895,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35913,erythroid progenitor cell
17,35923,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,35941,"effector memory CD8-positive, alpha-beta T cell"
17,35946,"central memory CD4-positive, alpha-beta T cell"
17,35960,"central memory CD4-positive, alpha-beta T cell"
17,35996,basophilic erythroblast
17,36001,orthochromatic erythroblast
17,36065,erythroid progenitor cell
17,36092,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36118,erythroid progenitor cell
17,36120,dendritic cell
17,36121,"central memory CD4-positive, alpha-beta T cell"
17,36145,"effector memory CD4-positive, alpha-beta T cell"
17,36156,polychromatophilic erythroblast
17,36163,"effector memory CD4-positive, alpha-beta T cell"
17,36198,conventional dendritic cell
17,36229,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,36241,"CD8-positive, alpha-beta memory T cell"
17,36248,natural killer cell
17,36254,"CD8-positive, alpha-beta memory T cell"
17,36264,"effector memory CD4-positive, alpha-beta T cell"
17,36276,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,36300,natural killer cell
17,36309,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36332,"effector memory CD4-positive, alpha-beta T cell"
17,36335,erythroid progenitor cell
17,36341,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,36357,"effector memory CD8-positive, alpha-beta T cell"
17,36365,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36394,"central memory CD4-positive, alpha-beta T cell"
17,36407,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,36413,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36441,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36465,"effector memory CD4-positive, alpha-beta T cell"
17,36504,mature B cell
17,36518,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36528,hematopoietic oligopotent progenitor cell
17,36566,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,36573,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36605,polychromatophilic erythroblast
17,36615,"CD14-positive, CD16-positive monocyte"
17,36624,CD14-positive monocyte
17,36625,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36640,"CD8-positive, alpha-beta memory T cell"
17,36645,hematopoietic multipotent progenitor cell
17,36651,"effector memory CD8-positive, alpha-beta T cell"
17,36678,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,36695,erythroid progenitor cell
17,36701,polychromatophilic erythroblast
17,36720,"central memory CD4-positive, alpha-beta T cell"
17,36736,CD14-positive monocyte
17,36746,erythroid progenitor cell
17,36749,promonocyte
17,36760,"central memory CD8-positive, alpha-beta T cell"
17,36771,erythroid progenitor cell
17,36778,CD14-positive monocyte
17,36779,erythroid progenitor cell
17,36780,erythroid progenitor cell
17,36795,"effector memory CD8-positive, alpha-beta T cell"
17,36827,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,36832,immature B cell
17,36834,"effector memory CD8-positive, alpha-beta T cell"
17,36845,"central memory CD4-positive, alpha-beta T cell"
17,36872,"central memory CD4-positive, alpha-beta T cell"
17,36881,"CD14-positive, CD16-positive monocyte"
17,36886,CD14-positive monocyte
17,36888,"CD14-positive, CD16-positive monocyte"
17,36900,"CD14-positive, CD16-positive monocyte"
17,36925,"CD8-positive, alpha-beta memory T cell"
17,36931,polychromatophilic erythroblast
17,36942,mature B cell
17,36943,"effector memory CD8-positive, alpha-beta T cell"
17,36946,immature B cell
17,36965,CD14-positive monocyte
17,36976,CD14-positive monocyte
17,37026,"effector memory CD8-positive, alpha-beta T cell"
17,37028,"effector memory CD8-positive, alpha-beta T cell"
17,37033,granulocyte monocyte progenitor cell
17,37046,CD14-positive monocyte
17,37050,CD14-positive monocyte
17,37057,"CD14-positive, CD16-positive monocyte"
17,37063,"CD8-positive, alpha-beta memory T cell"
17,37081,CD14-positive monocyte
17,37085,"CD16-negative, CD56-bright natural killer cell, human"
17,37088,granulocyte monocyte progenitor cell
17,37101,mature B cell
17,37106,erythroid progenitor cell
17,37128,"central memory CD4-positive, alpha-beta T cell"
17,37142,CD14-positive monocyte
17,37153,promonocyte
17,37161,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,37178,CD14-positive monocyte
17,37203,CD14-positive monocyte
17,37222,"effector memory CD8-positive, alpha-beta T cell"
17,37229,promonocyte
17,37231,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,37235,natural killer cell
17,37239,"effector memory CD8-positive, alpha-beta T cell"
17,37241,CD14-positive monocyte
17,37245,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,37267,polychromatophilic erythroblast
17,37274,hematopoietic stem cell
17,37283,conventional dendritic cell
17,37292,erythroid progenitor cell
17,37307,orthochromatic erythroblast
17,37311,erythroid progenitor cell
17,37313,erythroid progenitor cell
17,37324,orthochromatic erythroblast
17,37345,CD14-positive monocyte
17,37348,orthochromatic erythroblast
17,37350,hematopoietic multipotent progenitor cell
17,37365,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,37369,orthochromatic erythroblast
17,37383,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37390,granulocyte monocyte progenitor cell
17,37397,erythroid progenitor cell
17,37402,basophilic erythroblast
17,37403,orthochromatic erythroblast
17,37411,promonocyte
17,37413,orthochromatic erythroblast
17,37431,polychromatophilic erythroblast
17,37442,erythroid progenitor cell
17,37458,common lymphoid progenitor
17,37465,"central memory CD4-positive, alpha-beta T cell"
17,37469,erythroid progenitor cell
17,37472,"effector memory CD8-positive, alpha-beta T cell"
17,37478,orthochromatic erythroblast
17,37479,polychromatophilic erythroblast
17,37484,polychromatophilic erythroblast
17,37485,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37494,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37495,orthochromatic erythroblast
17,37503,natural killer cell
17,37514,CD14-positive monocyte
17,37520,CD14-positive monocyte
17,37523,CD14-positive monocyte
17,37539,CD14-positive monocyte
17,37549,"effector memory CD4-positive, alpha-beta T cell"
17,37568,natural killer cell
17,37576,polychromatophilic erythroblast
17,37585,CD14-positive monocyte
17,37591,polychromatophilic erythroblast
17,37616,hematopoietic stem cell
17,37620,orthochromatic erythroblast
17,37627,erythroid progenitor cell
17,37638,hematopoietic multipotent progenitor cell
17,37651,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37654,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37657,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,37662,plasma cell
17,37666,CD14-positive monocyte
17,37667,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,37670,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37681,"central memory CD4-positive, alpha-beta T cell"
17,37684,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37706,mature B cell
17,37710,"central memory CD4-positive, alpha-beta T cell"
17,37724,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37744,mature B cell
17,37757,CD14-positive monocyte
17,37764,T cell
17,37767,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37769,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37797,CD14-positive monocyte
17,37801,erythroid progenitor cell
17,37821,megakaryocyte-erythroid progenitor cell
17,37822,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,37823,erythroid progenitor cell
17,37828,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,37841,CD14-positive monocyte
17,37850,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37856,CD14-positive monocyte
17,37865,"CD14-positive, CD16-positive monocyte"
17,37867,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37884,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37895,polychromatophilic erythroblast
17,37896,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,37920,"central memory CD8-positive, alpha-beta T cell"
17,37946,CD14-positive monocyte
17,37949,CD14-positive monocyte
17,37951,"effector memory CD4-positive, alpha-beta T cell"
17,37956,"effector memory CD8-positive, alpha-beta T cell"
17,37959,mature B cell
17,37990,"central memory CD8-positive, alpha-beta T cell"
17,37992,mature B cell
17,37994,"central memory CD4-positive, alpha-beta T cell"
17,37997,natural killer cell
17,37999,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38009,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,38027,mature B cell
17,38033,natural killer cell
17,38039,"central memory CD8-positive, alpha-beta T cell"
17,38067,orthochromatic erythroblast
17,38072,large pre-B-II cell
17,38074,"CD14-positive, CD16-positive monocyte"
17,38076,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38083,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38097,CD14-positive monocyte
17,38117,promonocyte
17,38127,polychromatophilic erythroblast
17,38131,erythroid progenitor cell
17,38135,mature B cell
17,38142,orthochromatic erythroblast
17,38153,"effector memory CD4-positive, alpha-beta T cell"
17,38154,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38157,granulocyte monocyte progenitor cell
17,38162,"CD4-positive, CD25-positive, alpha-beta regulatory T cell"
17,38164,CD14-positive monocyte
17,38182,polychromatophilic erythroblast
17,38188,pre-conventional dendritic cell
17,38193,"effector memory CD4-positive, alpha-beta T cell"
17,38197,conventional dendritic cell
17,38215,granulocyte monocyte progenitor cell
17,38224,"effector memory CD4-positive, alpha-beta T cell"
17,38226,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38227,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38238,orthochromatic erythroblast
17,38249,granulocyte monocyte progenitor cell
17,38253,CD14-positive monocyte
17,38255,pre-conventional dendritic cell
17,38258,immature B cell
17,38272,"central memory CD4-positive, alpha-beta T cell"
17,38286,"effector memory CD8-positive, alpha-beta T cell"
17,38287,CD14-positive monocyte
17,38291,erythroid progenitor cell
17,38300,CD14-positive monocyte
17,38304,CD14-positive monocyte
17,38316,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38330,"central memory CD4-positive, alpha-beta T cell"
17,38333,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,38340,"central memory CD4-positive, alpha-beta T cell"
17,38346,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,38349,pre-conventional dendritic cell
17,38351,erythroid progenitor cell
17,38369,"central memory CD4-positive, alpha-beta T cell"
17,38370,pre-conventional dendritic cell
17,38378,promonocyte
17,38383,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38392,basophil mast progenitor cell
17,38395,"effector memory CD4-positive, alpha-beta T cell"
17,38396,"effector memory CD4-positive, alpha-beta T cell"
17,38421,"central memory CD4-positive, alpha-beta T cell"
17,38431,"effector memory CD4-positive, alpha-beta T cell"
17,38437,basophil mast progenitor cell
17,38444,hematopoietic multipotent progenitor cell
17,38452,"central memory CD4-positive, alpha-beta T cell"
17,38461,hematopoietic stem cell
17,38470,CD14-positive monocyte
17,38475,conventional dendritic cell
17,38483,promonocyte
17,38484,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,38505,"effector memory CD4-positive, alpha-beta T cell"
17,38514,stromal cell of bone marrow
17,38524,CD14-positive monocyte
17,38525,CD14-positive monocyte
17,38528,polychromatophilic erythroblast
17,38536,mast cell
17,38540,naive B cell
17,38553,"CD16-positive, CD56-dim natural killer cell, human"
17,38554,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38569,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,38572,megakaryocyte
17,38575,progenitor cell
17,38576,plasmacytoid dendritic cell
17,38608,conventional dendritic cell
17,38614,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,38622,T follicular helper cell
17,38624,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38625,progenitor cell
17,38638,gamma-delta T cell
17,38650,classical monocyte
17,38659,"effector memory CD4-positive, alpha-beta T cell"
17,38667,classical monocyte
17,38671,alpha-beta T cell
17,38692,alpha-beta T cell
17,38699,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,38703,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,38709,"effector memory CD4-positive, alpha-beta T cell"
17,38732,plasmacytoid dendritic cell
17,38736,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,38789,classical monocyte
17,38797,"CD16-positive, CD56-dim natural killer cell, human"
17,38813,T follicular helper cell
17,38817,"CD16-positive, CD56-dim natural killer cell, human"
17,38822,gamma-delta T cell
17,38832,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,38881,gamma-delta T cell
17,38902,regulatory T cell
17,38904,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,38914,"effector memory CD4-positive, alpha-beta T cell"
17,38925,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,38939,"CD16-positive, CD56-dim natural killer cell, human"
17,38975,memory B cell
17,38977,naive B cell
17,38978,non-classical monocyte
17,38983,progenitor cell
17,38987,plasmacytoid dendritic cell
17,38994,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,38999,alpha-beta T cell
17,39006,"effector memory CD4-positive, alpha-beta T cell"
17,39035,naive B cell
17,39050,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39059,plasmacytoid dendritic cell
17,39070,plasmacytoid dendritic cell
17,39080,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39086,classical monocyte
17,39091,classical monocyte
17,39099,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39109,"effector memory CD4-positive, alpha-beta T cell"
17,39121,lymphocyte
17,39124,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39128,classical monocyte
17,39129,T follicular helper cell
17,39137,CD4-positive helper T cell
17,39150,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39151,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39195,classical monocyte
17,39214,"CD16-negative, CD56-bright natural killer cell, human"
17,39234,CD4-positive helper T cell
17,39236,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39239,regulatory T cell
17,39240,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,39276,"CD16-positive, CD56-dim natural killer cell, human"
17,39281,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39285,"CD16-positive, CD56-dim natural killer cell, human"
17,39299,mast cell
17,39308,progenitor cell
17,39314,lymphocyte
17,39322,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39331,classical monocyte
17,39337,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39347,"CD16-positive, CD56-dim natural killer cell, human"
17,39349,regulatory T cell
17,39353,gamma-delta T cell
17,39357,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39360,classical monocyte
17,39361,gamma-delta T cell
17,39378,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39390,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39392,"CD16-positive, CD56-dim natural killer cell, human"
17,39441,classical monocyte
17,39477,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39531,progenitor cell
17,39533,"effector memory CD4-positive, alpha-beta T cell"
17,39540,"effector memory CD4-positive, alpha-beta T cell"
17,39541,classical monocyte
17,39543,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39546,"effector memory CD4-positive, alpha-beta T cell"
17,39560,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39563,lymphocyte
17,39578,classical monocyte
17,39587,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39598,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39609,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39618,progenitor cell
17,39656,progenitor cell
17,39666,gamma-delta T cell
17,39681,gamma-delta T cell
17,39686,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39692,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39697,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,39713,"CD16-positive, CD56-dim natural killer cell, human"
17,39725,classical monocyte
17,39734,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39749,conventional dendritic cell
17,39753,classical monocyte
17,39777,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39778,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,39780,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39795,classical monocyte
17,39811,"CD16-positive, CD56-dim natural killer cell, human"
17,39819,CD4-positive helper T cell
17,39826,plasmacytoid dendritic cell
17,39854,classical monocyte
17,39863,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39865,classical monocyte
17,39883,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,39906,classical monocyte
17,39914,plasmacytoid dendritic cell
17,39932,progenitor cell
17,39958,classical monocyte
17,39959,classical monocyte
17,39962,plasmablast
17,39966,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,39989,alpha-beta T cell
17,40008,classical monocyte
17,40011,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40030,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40036,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40043,alpha-beta T cell
17,40069,progenitor cell
17,40071,classical monocyte
17,40078,alpha-beta T cell
17,40085,"CD16-positive, CD56-dim natural killer cell, human"
17,40086,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40112,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40139,classical monocyte
17,40148,classical monocyte
17,40166,progenitor cell
17,40167,progenitor cell
17,40169,"CD16-positive, CD56-dim natural killer cell, human"
17,40175,"CD16-positive, CD56-dim natural killer cell, human"
17,40179,classical monocyte
17,40187,"CD16-positive, CD56-dim natural killer cell, human"
17,40190,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40201,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,40217,"CD16-positive, CD56-dim natural killer cell, human"
17,40233,classical monocyte
17,40242,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40257,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40270,mucosal invariant T cell
17,40277,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40284,classical monocyte
17,40289,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40304,classical monocyte
17,40306,"CD16-positive, CD56-dim natural killer cell, human"
17,40308,"effector memory CD4-positive, alpha-beta T cell"
17,40309,"effector memory CD4-positive, alpha-beta T cell"
17,40324,classical monocyte
17,40354,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40355,mast cell
17,40356,"CD16-positive, CD56-dim natural killer cell, human"
17,40357,"CD16-positive, CD56-dim natural killer cell, human"
17,40372,"effector memory CD4-positive, alpha-beta T cell"
17,40393,alpha-beta T cell
17,40398,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40406,classical monocyte
17,40413,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40420,progenitor cell
17,40424,progenitor cell
17,40429,"CD16-positive, CD56-dim natural killer cell, human"
17,40441,megakaryocyte
17,40462,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40463,regulatory T cell
17,40468,"CD16-positive, CD56-dim natural killer cell, human"
17,40470,non-classical monocyte
17,40473,classical monocyte
17,40510,"CD16-positive, CD56-dim natural killer cell, human"
17,40522,"CD16-positive, CD56-dim natural killer cell, human"
17,40523,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40527,classical monocyte
17,40537,classical monocyte
17,40565,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40579,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40601,classical monocyte
17,40605,alpha-beta T cell
17,40609,alpha-beta T cell
17,40620,classical monocyte
17,40642,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40655,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40658,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40670,"CD16-positive, CD56-dim natural killer cell, human"
17,40679,progenitor cell
17,40695,classical monocyte
17,40705,T follicular helper cell
17,40713,gamma-delta T cell
17,40723,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40731,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40739,"CD8-positive, alpha-beta memory T cell, CD45RO-positive"
17,40740,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
17,40742,gamma-delta T cell
17,40755,progenitor cell
17,40764,"naive thymus-derived CD8-positive, alpha-beta T cell"
17,40773,progenitor cell
17,40777,"CD16-positive, CD56-dim natural killer cell, human"
17,40796,progenitor cell
17,40813,progenitor cell
17,40825,"CD16-positive, CD56-dim natural killer cell, human"
17,40827,non-classical monocyte
17,40830,naive B cell
17,40845,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40850,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40855,progenitor cell
17,40856,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40867,"CD16-positive, CD56-dim natural killer cell, human"
17,40871,"naive thymus-derived CD4-positive, alpha-beta T cell"
17,40877,"CD16-positive, CD56-dim natural killer cell, human"
17,40880,memory B cell
17,40883,classical monocyte
17,40903,"effector memory CD8-positive, alpha-beta T cell"
