Analyzing: Layer 9, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_9/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2713       | Dendritic cells (0.15)    | nucleotide-excision repair, DNA damage recognition (GO:0000715) (GO_Biological_Process_2021) || transcription-coupled nucleotide-excision repair (GO:0006283) (GO_Biological_Process_2021) || histone H4-K12 acetylation (GO:0043983) (GO_Biological_Process_2021)
5009       | CD4 T cells (-0.45)       | quinone biosynthetic process (GO:1901663) (GO_Biological_Process_2021) || ubiquinone biosynthetic process (GO:0006744) (GO_Biological_Process_2021) || ubiquinone metabolic process (GO:0006743) (GO_Biological_Process_2021)
899        | CD4 T cells (0.34)        | positive regulation of NIK/NF-kappaB signaling (GO:1901224) (GO_Biological_Process_2021) || regulation of NIK/NF-kappaB signaling (GO:1901222) (GO_Biological_Process_2021) || microtubule anchoring at centrosome (GO:0034454) (GO_Biological_Process_2021)
4043       | CD4 T cells (-0.61)       | U12-type spliceosomal complex (GO:0005689) (GO_Cellular_Component_2021)
2667       | CD4 T cells (0.70)        | spectrin-associated cytoskeleton (GO:0014731) (GO_Cellular_Component_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021)
193        | CD14+ Monocytes (0.27)    | positive regulation of protein localization to membrane (GO:1905477) (GO_Biological_Process_2021) || positive regulation of mitochondrial membrane potential (GO:0010918) (GO_Biological_Process_2021) || positive regulation of membrane potential (GO:0045838) (GO_Biological_Process_2021)
213        | CD4 T cells (0.79)        | lysosome (GO:0005764) (GO_Cellular_Component_2021) || arylesterase activity (GO:0004064) (GO_Molecular_Function_2021) || microglial cell activation (GO:0001774) (GO_Biological_Process_2021)
4549       | CD4 T cells (0.23)        | m7G(5')pppN diphosphatase activity (GO:0050072) (GO_Molecular_Function_2021)
888        | CD4 T cells (0.39)        | deoxyribonuclease activity (GO:0004536) (GO_Molecular_Function_2021) || endodeoxyribonuclease activity (GO:0004520) (GO_Molecular_Function_2021)
22         | CD4 T cells (0.57)        | cellular protein modification process (GO:0006464) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || Cul4-RING E3 ubiquitin ligase complex (GO:0080008) (GO_Cellular_Component_2021)
2971       | CD4 T cells (0.57)        | autophagosome membrane (GO:0000421) (GO_Cellular_Component_2021) || cellular response to nitrogen levels (GO:0043562) (GO_Biological_Process_2021) || cellular response to nitrogen starvation (GO:0006995) (GO_Biological_Process_2021)
144        | CD14+ Monocytes (0.40)    | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || DNA repair (GO:0006281) (GO_Biological_Process_2021) || DNA replication (GO:0006260) (GO_Biological_Process_2021)
1073       | CD14+ Monocytes (0.39)    | microtubule (GO:0005874) (GO_Cellular_Component_2021) || microtubule cytoskeleton (GO:0015630) (GO_Cellular_Component_2021) || polymeric cytoskeletal fiber (GO:0099513) (GO_Cellular_Component_2021)
2080       | CD4 T cells (0.48)        | UDP-N-acetylglucosamine biosynthetic process (GO:0006048) (GO_Biological_Process_2021) || amino sugar biosynthetic process (GO:0046349) (GO_Biological_Process_2021) || UDP-N-acetylglucosamine metabolic process (GO:0006047) (GO_Biological_Process_2021)
187        | CD4 T cells (-0.76)       | transition metal ion transmembrane transporter activity (GO:0046915) (GO_Molecular_Function_2021) || positive regulation of monocyte chemotaxis (GO:0090026) (GO_Biological_Process_2021) || regulation of monocyte chemotaxis (GO:0090025) (GO_Biological_Process_2021)
3063       | CD14+ Monocytes (-0.47)   | microvillus (GO:0005902) (GO_Cellular_Component_2021) || specific granule (GO:0042581) (GO_Cellular_Component_2021) || actin-based cell projection (GO:0098858) (GO_Cellular_Component_2021)
271        | CD14+ Monocytes (0.31)    | Swr1 complex (GO:0000812) (GO_Cellular_Component_2021) || RNA polymerase III complex (GO:0005666) (GO_Cellular_Component_2021) || nuclear chromosome (GO:0000228) (GO_Cellular_Component_2021)
19         | CD14+ Monocytes (-0.40)   | microbody lumen (GO:0031907) (GO_Cellular_Component_2021) || peroxisomal matrix (GO:0005782) (GO_Cellular_Component_2021) || peroxisome (GO:0005777) (GO_Cellular_Component_2021)
3201       | CD8 T cells (0.31)        | positive regulation of cytoskeleton organization (GO:0051495) (GO_Biological_Process_2021) || positive regulation of actin filament polymerization (GO:0030838) (GO_Biological_Process_2021) || positive regulation of protein polymerization (GO:0032273) (GO_Biological_Process_2021)
544        | B cells (-0.29)           | phosphatidylinositol monophosphate phosphatase activity (GO:0052744) (GO_Molecular_Function_2021) || phosphatidylinositol dephosphorylation (GO:0046856) (GO_Biological_Process_2021) || phospholipid dephosphorylation (GO:0046839) (GO_Biological_Process_2021)
4803       | CD14+ Monocytes (-0.30)   | Ras protein signal transduction (GO:0007265) (GO_Biological_Process_2021) || adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191) (GO_Biological_Process_2021) || vesicle (GO:0031982) (GO_Cellular_Component_2021)
3147       | FCGR3A+ Monocytes (-0.32) | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || regulation of viral transcription (GO:0046782) (GO_Biological_Process_2021)
4129       | CD14+ Monocytes (-0.15)   | regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418) (GO_Biological_Process_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590) (GO_Biological_Process_2021) || regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618) (GO_Biological_Process_2021)
1421       | B cells (-0.33)           | regulation of inflammatory response to wounding (GO:0106014) (GO_Biological_Process_2021) || negative regulation of inflammatory response (GO:0050728) (GO_Biological_Process_2021) || positive regulation of epidermal growth factor-activated receptor activity (GO:0045741) (GO_Biological_Process_2021)
4010       | FCGR3A+ Monocytes (-0.15) | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || rRNA (adenine) methyltransferase activity (GO:0016433) (GO_Molecular_Function_2021)
3781       | FCGR3A+ Monocytes (0.34)  | ribosomal small subunit binding (GO:0043024) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021)
2284       | CD14+ Monocytes (0.21)    | NAD(P)H oxidase H2O2-forming activity (GO:0016174) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity (GO:0004197) (GO_Molecular_Function_2021)
129        | CD4 T cells (0.34)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
1990       | CD8 T cells (0.33)        | dopamine receptor binding (GO:0050780) (GO_Molecular_Function_2021) || GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021)
3076       | CD4 T cells (0.19)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
1883       | CD4 T cells (0.54)        | Wnt signaling pathway, planar cell polarity pathway (GO:0060071) (GO_Biological_Process_2021) || regulation of establishment of planar polarity (GO:0090175) (GO_Biological_Process_2021)
4891       | CD14+ Monocytes (-0.45)   | hexose metabolic process (GO:0019318) (GO_Biological_Process_2021) || fructose metabolic process (GO:0006000) (GO_Biological_Process_2021)
2167       | CD14+ Monocytes (-0.46)   | negative regulation of G0 to G1 transition (GO:0070317) (GO_Biological_Process_2021) || regulation of G0 to G1 transition (GO:0070316) (GO_Biological_Process_2021) || SUMO binding (GO:0032183) (GO_Molecular_Function_2021)
2612       | B cells (-0.41)           | protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021)
2218       | CD4 T cells (0.61)        | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || dendrite (GO:0030425) (GO_Cellular_Component_2021)
3974       | CD14+ Monocytes (0.28)    | organelle envelope lumen (GO:0031970) (GO_Cellular_Component_2021)
4685       | CD4 T cells (0.40)        | phosphatidylinositol bisphosphate binding (GO:1902936) (GO_Molecular_Function_2021) || phosphatidylinositol-4,5-bisphosphate binding (GO:0005546) (GO_Molecular_Function_2021) || phosphatidylinositol-3,5-bisphosphate binding (GO:0080025) (GO_Molecular_Function_2021)
4845       | CD4 T cells (0.38)        | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021)
403        | NK cells (0.31)           | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || DNA repair (GO:0006281) (GO_Biological_Process_2021)
3031       | CD4 T cells (-0.24)       | regulation of organelle organization (GO:0033043) (GO_Biological_Process_2021) || regulation of mitochondrion organization (GO:0010821) (GO_Biological_Process_2021) || peptidyl-serine phosphorylation (GO:0018105) (GO_Biological_Process_2021)
1657       | CD4 T cells (-0.37)       | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
2851       | CD14+ Monocytes (0.36)    | aldehyde-lyase activity (GO:0016832) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase activity (GO:0035004) (GO_Molecular_Function_2021) || GTPase inhibitor activity (GO:0005095) (GO_Molecular_Function_2021)
1170       | B cells (-0.27)           | regulation of signal transduction by p53 class mediator (GO:1901796) (GO_Biological_Process_2021) || transcription factor TFIID complex (GO:0005669) (GO_Cellular_Component_2021) || post-mRNA release spliceosomal complex (GO:0071014) (GO_Cellular_Component_2021)
1392       | CD14+ Monocytes (0.42)    | 1-phosphatidylinositol-3-kinase regulator activity (GO:0046935) (GO_Molecular_Function_2021) || phosphatidylinositol 3-kinase regulator activity (GO:0035014) (GO_Molecular_Function_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021)
2701       | CD14+ Monocytes (0.59)    | epithelial cell apoptotic process (GO:1904019) (GO_Biological_Process_2021)
2566       | CD4 T cells (0.56)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || snoRNA binding (GO:0030515) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
4049       | CD4 T cells (0.30)        | positive regulation of anoikis (GO:2000210) (GO_Biological_Process_2021)
448        | CD4 T cells (0.48)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
1494       | FCGR3A+ Monocytes (-0.29) | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || integral component of peroxisomal membrane (GO:0005779) (GO_Cellular_Component_2021)
3042       | CD4 T cells (0.56)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021)
1681       | FCGR3A+ Monocytes (-0.28) | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
3863       | B cells (-0.25)           | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || organophosphate ester transport (GO:0015748) (GO_Biological_Process_2021) || phosphatidylinositol transfer activity (GO:0008526) (GO_Molecular_Function_2021)
1831       | CD4 T cells (0.48)        | ATP-gated ion channel activity (GO:0035381) (GO_Molecular_Function_2021)
977        | FCGR3A+ Monocytes (0.33)  | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021)
4793       | CD4 T cells (0.40)        | cytokine receptor activity (GO:0004896) (GO_Molecular_Function_2021) || response to cytokine (GO:0034097) (GO_Biological_Process_2021) || ficolin-1-rich granule membrane (GO:0101003) (GO_Cellular_Component_2021)
2124       | B cells (0.39)            | tRNA export from nucleus (GO:0006409) (GO_Biological_Process_2021) || tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431) (GO_Biological_Process_2021) || tRNA transport (GO:0051031) (GO_Biological_Process_2021)
4993       | CD14+ Monocytes (-0.40)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || GDP-dissociation inhibitor activity (GO:0005092) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4770       | FCGR3A+ Monocytes (-0.26) | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || pinocytosis (GO:0006907) (GO_Biological_Process_2021) || regulation of translational initiation (GO:0006446) (GO_Biological_Process_2021)
2923       | CD14+ Monocytes (0.31)    | Cdc73/Paf1 complex (GO:0016593) (GO_Cellular_Component_2021) || histone ubiquitination (GO:0016574) (GO_Biological_Process_2021) || cell fate commitment involved in formation of primary germ layer (GO:0060795) (GO_Biological_Process_2021)
3570       | CD14+ Monocytes (-0.35)   | DNA replication, synthesis of RNA primer (GO:0006269) (GO_Biological_Process_2021) || RNA biosynthetic process (GO:0032774) (GO_Biological_Process_2021) || regulation of mitochondrial fusion (GO:0010635) (GO_Biological_Process_2021)
2705       | CD4 T cells (0.56)        | serine C-palmitoyltransferase complex (GO:0017059) (GO_Cellular_Component_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
2130       | CD14+ Monocytes (0.34)    | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || P-body (GO:0000932) (GO_Cellular_Component_2021)
2567       | FCGR3A+ Monocytes (-0.32) | primary lysosome (GO:0005766) (GO_Cellular_Component_2021) || azurophil granule (GO:0042582) (GO_Cellular_Component_2021) || vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021)
2485       | CD4 T cells (0.51)        | L-histidine transmembrane transporter activity (GO:0005290) (GO_Molecular_Function_2021) || aromatic amino acid transmembrane transporter activity (GO:0015173) (GO_Molecular_Function_2021) || basic amino acid transmembrane transporter activity (GO:0015174) (GO_Molecular_Function_2021)
4826       | NK cells (-0.35)          | N-terminal protein amino acid modification (GO:0031365) (GO_Biological_Process_2021)
1569       | CD4 T cells (0.75)        | B cell receptor signaling pathway (GO:0050853) (GO_Biological_Process_2021) || regulation of B cell activation (GO:0050864) (GO_Biological_Process_2021) || B cell activation (GO:0042113) (GO_Biological_Process_2021)
3776       | CD14+ Monocytes (0.54)    | ficolin-1-rich granule (GO:0101002) (GO_Cellular_Component_2021) || cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021) || ficolin-1-rich granule lumen (GO:1904813) (GO_Cellular_Component_2021)
875        | CD4 T cells (0.63)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || U6 snRNA binding (GO:0017070) (GO_Molecular_Function_2021)
3245       | CD4 T cells (0.67)        | cellular response to cytokine stimulus (GO:0071345) (GO_Biological_Process_2021) || negative regulation of interleukin-17 production (GO:0032700) (GO_Biological_Process_2021) || positive regulation of protein localization to nucleus (GO:1900182) (GO_Biological_Process_2021)
1943       | CD4 T cells (0.69)        | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || translation (GO:0006412) (GO_Biological_Process_2021)
1515       | FCGR3A+ Monocytes (-0.34) | Golgi medial cisterna (GO:0005797) (GO_Cellular_Component_2021) || integral component of mitochondrial outer membrane (GO:0031307) (GO_Cellular_Component_2021) || intrinsic component of mitochondrial outer membrane (GO:0031306) (GO_Cellular_Component_2021)
4075       | CD4 T cells (0.44)        | U2-type precatalytic spliceosome (GO:0071005) (GO_Cellular_Component_2021) || precatalytic spliceosome (GO:0071011) (GO_Cellular_Component_2021) || U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021)
4320       | CD4 T cells (0.42)        | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021)
3541       | B cells (0.46)            | angiotensin maturation (GO:0002003) (GO_Biological_Process_2021) || regulation of angiotensin levels in blood (GO:0002002) (GO_Biological_Process_2021) || negative regulation of T cell differentiation (GO:0045581) (GO_Biological_Process_2021)
2689       | FCGR3A+ Monocytes (-0.32) | sphingolipid metabolic process (GO:0006665) (GO_Biological_Process_2021)
3927       | FCGR3A+ Monocytes (0.33)  | positive regulation of interferon-beta production (GO:0032728) (GO_Biological_Process_2021) || regulation of interferon-beta production (GO:0032648) (GO_Biological_Process_2021) || double-stranded RNA binding (GO:0003725) (GO_Molecular_Function_2021)
3431       | CD14+ Monocytes (0.35)    | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || beta-catenin-TCF complex (GO:1990907) (GO_Cellular_Component_2021)
2555       | CD14+ Monocytes (-0.20)   | negative regulation of intrinsic apoptotic signaling pathway (GO:2001243) (GO_Biological_Process_2021)
1503       | CD4 T cells (0.31)        | positive regulation of dendritic cell cytokine production (GO:0002732) (GO_Biological_Process_2021) || interferon-gamma-mediated signaling pathway (GO:0060333) (GO_Biological_Process_2021) || antigen processing and presentation of endogenous peptide antigen (GO:0002483) (GO_Biological_Process_2021)
1496       | FCGR3A+ Monocytes (-0.32) | magnesium ion transport (GO:0015693) (GO_Biological_Process_2021)
4535       | CD8 T cells (0.32)        | cytosolic small ribosomal subunit (GO:0022627) (GO_Cellular_Component_2021) || small ribosomal subunit (GO:0015935) (GO_Cellular_Component_2021) || SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021)
4917       | B cells (0.44)            | zinc ion binding (GO:0008270) (GO_Molecular_Function_2021) || transition metal ion binding (GO:0046914) (GO_Molecular_Function_2021)
2563       | CD4 T cells (-0.41)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || ubiquitin protein ligase activity (GO:0061630) (GO_Molecular_Function_2021)
2718       | CD14+ Monocytes (0.46)    | multivesicular body assembly (GO:0036258) (GO_Biological_Process_2021) || endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510) (GO_Biological_Process_2021) || multivesicular body organization (GO:0036257) (GO_Biological_Process_2021)
189        | CD14+ Monocytes (0.28)    | ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || volume-sensitive anion channel activity (GO:0005225) (GO_Molecular_Function_2021) || phosphatase binding (GO:0019902) (GO_Molecular_Function_2021)
3936       | CD14+ Monocytes (-0.31)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || cadherin binding (GO:0045296) (GO_Molecular_Function_2021) || negative regulation of NIK/NF-kappaB signaling (GO:1901223) (GO_Biological_Process_2021)
4424       | CD14+ Monocytes (-0.55)   | positive regulation of cell-substrate adhesion (GO:0010811) (GO_Biological_Process_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021)
3893       | CD4 T cells (-0.41)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || trans-Golgi network (GO:0005802) (GO_Cellular_Component_2021) || tRNA modification (GO:0006400) (GO_Biological_Process_2021)
69         | CD4 T cells (0.58)        | phosphotyrosine residue binding (GO:0001784) (GO_Molecular_Function_2021) || signaling receptor complex adaptor activity (GO:0030159) (GO_Molecular_Function_2021) || protein phosphorylated amino acid binding (GO:0045309) (GO_Molecular_Function_2021)
2507       | CD14+ Monocytes (0.65)    | RAGE receptor binding (GO:0050786) (GO_Molecular_Function_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886) (GO_Biological_Process_2021) || antigen processing and presentation of peptide antigen via MHC class II (GO:0002495) (GO_Biological_Process_2021)
3754       | B cells (-0.31)           | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
2368       | NK cells (-0.34)          | armadillo repeat domain binding (GO:0070016) (GO_Molecular_Function_2021) || xenobiotic catabolic process (GO:0042178) (GO_Biological_Process_2021) || hepoxilin biosynthetic process (GO:0051122) (GO_Biological_Process_2021)
360        | CD4 T cells (0.47)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || mitochondrial gene expression (GO:0140053) (GO_Biological_Process_2021)
392        | CD4 T cells (0.37)        | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021)
113        | NK cells (-0.34)          | CoA hydrolase activity (GO:0016289) (GO_Molecular_Function_2021) || acyl-CoA hydrolase activity (GO:0047617) (GO_Molecular_Function_2021) || pre-mRNA binding (GO:0036002) (GO_Molecular_Function_2021)
491        | B cells (-0.35)           | DNA polymerase binding (GO:0070182) (GO_Molecular_Function_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
3558       | NK cells (-0.37)          | Cul3-RING ubiquitin ligase complex (GO:0031463) (GO_Cellular_Component_2021) || cullin-RING ubiquitin ligase complex (GO:0031461) (GO_Cellular_Component_2021)
1726       | CD14+ Monocytes (0.53)    | regulation of complement activation (GO:0030449) (GO_Biological_Process_2021) || regulation of immune effector process (GO:0002697) (GO_Biological_Process_2021) || regulation of humoral immune response (GO:0002920) (GO_Biological_Process_2021)
4933       | B cells (0.36)            | pigment granule (GO:0048770) (GO_Cellular_Component_2021) || melanosome (GO:0042470) (GO_Cellular_Component_2021)
2372       | B cells (-0.29)           | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || regulation of mRNA metabolic process (GO:1903311) (GO_Biological_Process_2021) || regulation of mRNA processing (GO:0050684) (GO_Biological_Process_2021)
4316       | CD4 T cells (0.68)        | C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021) || C-C chemokine binding (GO:0019957) (GO_Molecular_Function_2021) || chemokine receptor activity (GO:0004950) (GO_Molecular_Function_2021)
2742       | NK cells (-0.29)          | positive regulation of cellular extravasation (GO:0002693) (GO_Biological_Process_2021) || small GTPase mediated signal transduction (GO:0007264) (GO_Biological_Process_2021) || regulation of cellular extravasation (GO:0002691) (GO_Biological_Process_2021)
3390       | NK cells (-0.35)          | transcription-coupled nucleotide-excision repair (GO:0006283) (GO_Biological_Process_2021) || nucleotide-excision repair (GO:0006289) (GO_Biological_Process_2021) || sulfurtransferase activity (GO:0016783) (GO_Molecular_Function_2021)
2146       | CD14+ Monocytes (0.55)    | positive regulation of innate immune response (GO:0045089) (GO_Biological_Process_2021) || positive regulation of response to biotic stimulus (GO:0002833) (GO_Biological_Process_2021) || regulation of innate immune response (GO:0045088) (GO_Biological_Process_2021)
809        | B cells (-0.24)           | cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538) (GO_Molecular_Function_2021)
3361       | CD14+ Monocytes (-0.19)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || SCF ubiquitin ligase complex (GO:0019005) (GO_Cellular_Component_2021) || U2-type catalytic step 1 spliceosome (GO:0071006) (GO_Cellular_Component_2021)
1797       | FCGR3A+ Monocytes (-0.36) | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || vesicle coat (GO:0030120) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4430       | CD4 T cells (0.23)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || ferrous iron binding (GO:0008198) (GO_Molecular_Function_2021)
3517       | CD14+ Monocytes (-0.35)   | methyltransferase activity (GO:0008168) (GO_Molecular_Function_2021)
2762       | CD14+ Monocytes (-0.39)   | external side of apical plasma membrane (GO:0098591) (GO_Cellular_Component_2021) || protein polyubiquitination (GO:0000209) (GO_Biological_Process_2021) || modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021)
1603       | NK cells (-0.32)          | intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || microbody lumen (GO:0031907) (GO_Cellular_Component_2021)
4811       | CD14+ Monocytes (-0.52)   | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043) (GO_Biological_Process_2021) || positive regulation of apoptotic signaling pathway (GO:2001235) (GO_Biological_Process_2021)
4111       | CD4 T cells (0.53)        | lytic vacuole (GO:0000323) (GO_Cellular_Component_2021) || late endosome (GO:0005770) (GO_Cellular_Component_2021)
866        | FCGR3A+ Monocytes (-0.33) | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || RNA polymerase I complex (GO:0005736) (GO_Cellular_Component_2021)
1139       | CD4 T cells (0.39)        | interleukin-21-mediated signaling pathway (GO:0038114) (GO_Biological_Process_2021) || cellular response to interleukin-21 (GO:0098757) (GO_Biological_Process_2021) || interleukin-9-mediated signaling pathway (GO:0038113) (GO_Biological_Process_2021)
3123       | CD4 T cells (0.74)        | regulation of lamellipodium assembly (GO:0010591) (GO_Biological_Process_2021) || regulation of lamellipodium organization (GO:1902743) (GO_Biological_Process_2021) || regulation of lymphocyte activation (GO:0051249) (GO_Biological_Process_2021)
3009       | CD14+ Monocytes (-0.47)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || DNA-binding transcription factor binding (GO:0140297) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
3769       | CD4 T cells (-0.27)       | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1850       | FCGR3A+ Monocytes (-0.30) | modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021) || ubiquitin-dependent protein catabolic process (GO:0006511) (GO_Biological_Process_2021) || protein ubiquitination (GO:0016567) (GO_Biological_Process_2021)
4256       | B cells (-0.33)           | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intermediate filament cytoskeleton (GO:0045111) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
1438       | CD14+ Monocytes (0.37)    | cytoplasmic dynein complex (GO:0005868) (GO_Cellular_Component_2021) || cullin-RING ubiquitin ligase complex (GO:0031461) (GO_Cellular_Component_2021) || SCF ubiquitin ligase complex (GO:0019005) (GO_Cellular_Component_2021)
4522       | B cells (0.18)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
5020       | CD14+ Monocytes (0.40)    | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || phosphatidylinositol binding (GO:0035091) (GO_Molecular_Function_2021)
