Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120_online/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2415       | CD14+ Monocytes (-0.28)   | regulation of mitochondrial gene expression (GO:0062125) (GO_Biological_Process_2021)
2109       | CD4 T cells (0.52)        | lipid kinase activity (GO:0001727) (GO_Molecular_Function_2021) || basic amino acid transmembrane transporter activity (GO:0015174) (GO_Molecular_Function_2021) || aromatic amino acid transport (GO:0015801) (GO_Biological_Process_2021)
4845       | CD4 T cells (0.68)        | DNA repair (GO:0006281) (GO_Biological_Process_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || DNA strand elongation involved in DNA replication (GO:0006271) (GO_Biological_Process_2021)
4512       | CD8 T cells (0.31)        | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || mannosyltransferase activity (GO:0000030) (GO_Molecular_Function_2021) || hexosyltransferase activity (GO:0016758) (GO_Molecular_Function_2021)
403        | B cells (0.58)            | B cell activation (GO:0042113) (GO_Biological_Process_2021) || B cell receptor signaling pathway (GO:0050853) (GO_Biological_Process_2021) || regulation of B cell activation (GO:0050864) (GO_Biological_Process_2021)
4608       | NK cells (0.22)           | regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021) || histone modification (GO:0016570) (GO_Biological_Process_2021)
3271       | B cells (-0.32)           | GTPase binding (GO:0051020) (GO_Molecular_Function_2021) || small GTPase binding (GO:0031267) (GO_Molecular_Function_2021)
3031       | CD4 T cells (0.66)        | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || disordered domain specific binding (GO:0097718) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021)
1657       | CD4 T cells (0.65)        | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021) || spliceosomal tri-snRNP complex (GO:0097526) (GO_Cellular_Component_2021) || U4/U6 x U5 tri-snRNP complex (GO:0046540) (GO_Cellular_Component_2021)
337        | CD14+ Monocytes (-0.26)   | regulation of intracellular signal transduction (GO:1902531) (GO_Biological_Process_2021) || DNA replication (GO:0006260) (GO_Biological_Process_2021) || genetic imprinting (GO:0071514) (GO_Biological_Process_2021)
1170       | CD4 T cells (0.50)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
1392       | B cells (0.36)            | protein localization to site of double-strand break (GO:1990166) (GO_Biological_Process_2021) || positive regulation of gene expression, epigenetic (GO:0045815) (GO_Biological_Process_2021) || protein localization to chromosome (GO:0034502) (GO_Biological_Process_2021)
2566       | CD8 T cells (0.31)        | actin filament (GO:0005884) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021)
4049       | FCGR3A+ Monocytes (0.31)  | negative regulation of translation (GO:0017148) (GO_Biological_Process_2021)
1477       | CD14+ Monocytes (0.37)    | negative regulation of viral release from host cell (GO:1902187) (GO_Biological_Process_2021) || regulation of viral release from host cell (GO:1902186) (GO_Biological_Process_2021) || regulation of telomere maintenance (GO:0032204) (GO_Biological_Process_2021)
233        | B cells (0.29)            | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616) (GO_Molecular_Function_2021)
1494       | CD14+ Monocytes (-0.54)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021)
283        | B cells (0.33)            | beta-catenin-TCF complex (GO:1990907) (GO_Cellular_Component_2021)
4793       | CD4 T cells (-0.56)       | response to sterol (GO:0036314) (GO_Biological_Process_2021) || ribosomal large subunit biogenesis (GO:0042273) (GO_Biological_Process_2021) || adipose tissue development (GO:0060612) (GO_Biological_Process_2021)
2124       | CD4 T cells (0.41)        | negative regulation of epithelial to mesenchymal transition (GO:0010719) (GO_Biological_Process_2021) || regulation of epithelial to mesenchymal transition (GO:0010717) (GO_Biological_Process_2021)
1295       | CD4 T cells (0.61)        | negative regulation of cholesterol storage (GO:0010887) (GO_Biological_Process_2021) || fructose 6-phosphate metabolic process (GO:0006002) (GO_Biological_Process_2021) || negative regulation of glycolytic process (GO:0045820) (GO_Biological_Process_2021)
4993       | CD14+ Monocytes (-0.56)   | transcription-coupled nucleotide-excision repair (GO:0006283) (GO_Biological_Process_2021) || nucleotide-excision repair (GO:0006289) (GO_Biological_Process_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021)
4151       | CD14+ Monocytes (-0.44)   | protein targeting to mitochondrion (GO:0006626) (GO_Biological_Process_2021)
2705       | FCGR3A+ Monocytes (-0.33) | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021)
2438       | CD4 T cells (0.32)        | transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178) (GO_Biological_Process_2021) || nuclear inner membrane (GO:0005637) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021)
1900       | FCGR3A+ Monocytes (-0.31) | cilium organization (GO:0044782) (GO_Biological_Process_2021) || plasma membrane bounded cell projection assembly (GO:0120031) (GO_Biological_Process_2021) || cilium assembly (GO:0060271) (GO_Biological_Process_2021)
2928       | CD4 T cells (-0.49)       | mitochondrial respiratory chain complex assembly (GO:0033108) (GO_Biological_Process_2021) || NADH dehydrogenase (quinone) activity (GO:0050136) (GO_Molecular_Function_2021) || NADH dehydrogenase (ubiquinone) activity (GO:0008137) (GO_Molecular_Function_2021)
2485       | FCGR3A+ Monocytes (-0.35) | tRNA (cytosine) methyltransferase activity (GO:0016427) (GO_Molecular_Function_2021)
4826       | FCGR3A+ Monocytes (-0.28) | integral component of mitochondrial membrane (GO:0032592) (GO_Cellular_Component_2021)
1569       | FCGR3A+ Monocytes (0.31)  | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1868       | B cells (0.25)            | nucleus (GO:0005634) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
875        | CD4 T cells (0.39)        | early endosome (GO:0005769) (GO_Cellular_Component_2021) || extrinsic component of endosome membrane (GO:0031313) (GO_Cellular_Component_2021)
3245       | FCGR3A+ Monocytes (-0.35) | ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || ubiquitin-like protein ligase binding (GO:0044389) (GO_Molecular_Function_2021) || mitochondrion disassembly (GO:0061726) (GO_Biological_Process_2021)
210        | CD14+ Monocytes (-0.48)   | cellular protein localization (GO:0034613) (GO_Biological_Process_2021) || phosphorylation (GO:0016310) (GO_Biological_Process_2021) || protein kinase binding (GO:0019901) (GO_Molecular_Function_2021)
1978       | CD4 T cells (0.71)        | lumenal side of endoplasmic reticulum membrane (GO:0098553) (GO_Cellular_Component_2021) || integral component of lumenal side of endoplasmic reticulum membrane (GO:0071556) (GO_Cellular_Component_2021) || MHC class II receptor activity (GO:0032395) (GO_Molecular_Function_2021)
4405       | CD14+ Monocytes (-0.44)   | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021)
3255       | CD14+ Monocytes (-0.57)   | CD40 receptor complex (GO:0035631) (GO_Cellular_Component_2021) || cytoplasmic side of plasma membrane (GO:0009898) (GO_Cellular_Component_2021) || positive regulation of NF-kappaB transcription factor activity (GO:0051092) (GO_Biological_Process_2021)
1515       | Dendritic cells (-0.14)   | fatty acid oxidation (GO:0019395) (GO_Biological_Process_2021) || fatty acid beta-oxidation (GO:0006635) (GO_Biological_Process_2021) || fatty acid catabolic process (GO:0009062) (GO_Biological_Process_2021)
1271       | CD4 T cells (0.57)        | negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316) (GO_Biological_Process_2021) || negative regulation of actin nucleation (GO:0051126) (GO_Biological_Process_2021) || regulation of Arp2/3 complex-mediated actin nucleation (GO:0034315) (GO_Biological_Process_2021)
1859       | CD8 T cells (0.36)        | negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021) || negative regulation of leukocyte differentiation (GO:1902106) (GO_Biological_Process_2021) || regulation of dendritic cell differentiation (GO:2001198) (GO_Biological_Process_2021)
3591       | CD4 T cells (0.47)        | establishment of epithelial cell polarity (GO:0090162) (GO_Biological_Process_2021) || negative regulation of transcription, DNA-templated (GO:0045892) (GO_Biological_Process_2021) || regulation of cellular component size (GO:0032535) (GO_Biological_Process_2021)
3571       | CD4 T cells (0.46)        | RNA-DNA hybrid ribonuclease activity (GO:0004523) (GO_Molecular_Function_2021) || U4 snRNP (GO:0005687) (GO_Cellular_Component_2021) || U1 snRNP (GO:0005685) (GO_Cellular_Component_2021)
3221       | CD4 T cells (0.23)        | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
1503       | NK cells (-0.38)          | intracellular protein transport (GO:0006886) (GO_Biological_Process_2021) || establishment of protein localization to organelle (GO:0072594) (GO_Biological_Process_2021) || protein import into nucleus (GO:0006606) (GO_Biological_Process_2021)
3458       | CD4 T cells (0.69)        | cellular response to mechanical stimulus (GO:0071260) (GO_Biological_Process_2021)
579        | FCGR3A+ Monocytes (0.21)  | acetyl-CoA biosynthetic process from pyruvate (GO:0006086) (GO_Biological_Process_2021) || protein insertion into mitochondrial inner membrane (GO:0045039) (GO_Biological_Process_2021) || regulation of translation (GO:0006417) (GO_Biological_Process_2021)
2839       | B cells (0.52)            | phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity (GO:0052629) (GO_Molecular_Function_2021) || phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018) (GO_Molecular_Function_2021) || estrogen receptor binding (GO:0030331) (GO_Molecular_Function_2021)
4535       | B cells (0.35)            | ribosome biogenesis (GO:0042254) (GO_Biological_Process_2021) || rRNA processing (GO:0006364) (GO_Biological_Process_2021) || ribosomal large subunit biogenesis (GO:0042273) (GO_Biological_Process_2021)
4903       | CD4 T cells (0.72)        | cell-cell junction (GO:0005911) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || regulation of lipid metabolic process (GO:0019216) (GO_Biological_Process_2021)
4992       | CD4 T cells (0.46)        | oxidative DNA demethylation (GO:0035511) (GO_Biological_Process_2021) || oxidative RNA demethylation (GO:0035513) (GO_Biological_Process_2021) || DNA dealkylation (GO:0035510) (GO_Biological_Process_2021)
4868       | CD14+ Monocytes (0.33)    | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
1337       | CD4 T cells (0.60)        | late endosome (GO:0005770) (GO_Cellular_Component_2021) || late endosome membrane (GO:0031902) (GO_Cellular_Component_2021) || cellular protein complex disassembly (GO:0043624) (GO_Biological_Process_2021)
4424       | B cells (0.23)            | cellular response to starvation (GO:0009267) (GO_Biological_Process_2021) || cellular iron ion homeostasis (GO:0006879) (GO_Biological_Process_2021) || iron ion homeostasis (GO:0055072) (GO_Biological_Process_2021)
785        | CD4 T cells (0.46)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA splice site selection (GO:0006376) (GO_Biological_Process_2021) || RNA splicing (GO:0008380) (GO_Biological_Process_2021)
3793       | CD8 T cells (-0.31)       | deoxycytidine deaminase activity (GO:0047844) (GO_Molecular_Function_2021) || histone methyltransferase activity (H3-K36 specific) (GO:0046975) (GO_Molecular_Function_2021) || cytidine deaminase activity (GO:0004126) (GO_Molecular_Function_2021)
3259       | CD14+ Monocytes (-0.60)   | mitochondrial outer membrane (GO:0005741) (GO_Cellular_Component_2021) || organelle outer membrane (GO:0031968) (GO_Cellular_Component_2021) || endocytic vesicle membrane (GO:0030666) (GO_Cellular_Component_2021)
2507       | CD4 T cells (-0.27)       | ubiquitin-like protein ligase activity (GO:0061659) (GO_Molecular_Function_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021) || ubiquitin protein ligase activity (GO:0061630) (GO_Molecular_Function_2021)
2807       | CD4 T cells (0.66)        | regulation of smooth muscle cell differentiation (GO:0051150) (GO_Biological_Process_2021) || negative regulation of muscle cell differentiation (GO:0051148) (GO_Biological_Process_2021) || negative regulation of smooth muscle cell differentiation (GO:0051151) (GO_Biological_Process_2021)
2368       | B cells (-0.23)           | neurotrophin TRK receptor binding (GO:0005167) (GO_Molecular_Function_2021) || neurotrophin TRKA receptor binding (GO:0005168) (GO_Molecular_Function_2021) || DNA-directed DNA polymerase activity (GO:0003887) (GO_Molecular_Function_2021)
360        | CD14+ Monocytes (-0.62)   | pigment granule (GO:0048770) (GO_Cellular_Component_2021) || melanosome (GO:0042470) (GO_Cellular_Component_2021)
392        | CD14+ Monocytes (0.66)    | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || vacuolar lumen (GO:0005775) (GO_Cellular_Component_2021)
3057       | FCGR3A+ Monocytes (-0.31) | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || IRE1-mediated unfolded protein response (GO:0036498) (GO_Biological_Process_2021) || protein targeting to membrane (GO:0006612) (GO_Biological_Process_2021)
3511       | NK cells (-0.24)          | cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200) (GO_Molecular_Function_2021) || cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153) (GO_Molecular_Function_2021)
231        | CD14+ Monocytes (0.23)    | positive regulation of interferon-gamma production (GO:0032729) (GO_Biological_Process_2021) || regulation of extrinsic apoptotic signaling pathway (GO:2001236) (GO_Biological_Process_2021) || positive regulation of T cell activation (GO:0050870) (GO_Biological_Process_2021)
3558       | CD4 T cells (0.42)        | endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888) (GO_Molecular_Function_2021)
2372       | CD4 T cells (0.54)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
3390       | CD4 T cells (0.41)        | protein-lysine N-methyltransferase activity (GO:0016279) (GO_Molecular_Function_2021) || cytidylyltransferase activity (GO:0070567) (GO_Molecular_Function_2021) || histone lysine methylation (GO:0034968) (GO_Biological_Process_2021)
406        | CD4 T cells (0.29)        | solute:cation symporter activity (GO:0015294) (GO_Molecular_Function_2021)
2099       | CD14+ Monocytes (0.40)    | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
4577       | B cells (0.43)            | magnesium ion transmembrane transporter activity (GO:0015095) (GO_Molecular_Function_2021) || protein insertion into ER membrane by stop-transfer membrane-anchor sequence (GO:0045050) (GO_Biological_Process_2021) || magnesium ion transport (GO:0015693) (GO_Biological_Process_2021)
4542       | CD8 T cells (0.25)        | regulation of cilium assembly (GO:1902017) (GO_Biological_Process_2021) || cellular calcium ion homeostasis (GO:0006874) (GO_Biological_Process_2021)
2859       | CD4 T cells (0.33)        | antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590) (GO_Biological_Process_2021) || regulation of cellular amine metabolic process (GO:0033238) (GO_Biological_Process_2021) || regulation of cellular amino acid metabolic process (GO:0006521) (GO_Biological_Process_2021)
1499       | FCGR3A+ Monocytes (-0.22) | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021)
4430       | CD4 T cells (0.37)        | tRNA binding (GO:0000049) (GO_Molecular_Function_2021) || iron ion binding (GO:0005506) (GO_Molecular_Function_2021) || zinc ion binding (GO:0008270) (GO_Molecular_Function_2021)
1685       | CD4 T cells (0.59)        | lytic vacuole membrane (GO:0098852) (GO_Cellular_Component_2021) || lysosome (GO:0005764) (GO_Cellular_Component_2021) || lysosomal membrane (GO:0005765) (GO_Cellular_Component_2021)
1603       | CD14+ Monocytes (0.64)    | interleukin-1 receptor binding (GO:0005149) (GO_Molecular_Function_2021) || regulation of cell population proliferation (GO:0042127) (GO_Biological_Process_2021) || cytokine-mediated signaling pathway (GO:0019221) (GO_Biological_Process_2021)
889        | CD14+ Monocytes (0.18)    | leucine metabolic process (GO:0006551) (GO_Biological_Process_2021)
4111       | CD14+ Monocytes (-0.47)   | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || positive regulation of endopeptidase activity (GO:0010950) (GO_Biological_Process_2021)
866        | CD14+ Monocytes (-0.42)   | positive regulation of neuron projection arborization (GO:0150012) (GO_Biological_Process_2021) || chromatin silencing at telomere (GO:0006348) (GO_Biological_Process_2021) || nuclear pore complex assembly (GO:0051292) (GO_Biological_Process_2021)
975        | CD14+ Monocytes (-0.54)   | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021)
3009       | B cells (-0.44)           | actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021)
1048       | CD4 T cells (0.36)        | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
4958       | CD14+ Monocytes (-0.52)   | mitochondrial outer membrane (GO:0005741) (GO_Cellular_Component_2021) || organelle outer membrane (GO:0031968) (GO_Cellular_Component_2021)
5020       | CD4 T cells (0.31)        | lysosome (GO:0005764) (GO_Cellular_Component_2021) || oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor (GO:0016670) (GO_Molecular_Function_2021) || Golgi membrane (GO:0000139) (GO_Cellular_Component_2021)
4045       | NK cells (0.24)           | single-stranded DNA endodeoxyribonuclease activity (GO:0000014) (GO_Molecular_Function_2021) || endodeoxyribonuclease activity (GO:0004520) (GO_Molecular_Function_2021) || protein heterodimerization activity (GO:0046982) (GO_Molecular_Function_2021)
1376       | B cells (-0.43)           | extrinsic apoptotic signaling pathway (GO:0097191) (GO_Biological_Process_2021) || regulation of NIK/NF-kappaB signaling (GO:1901222) (GO_Biological_Process_2021) || dephosphorylation of RNA polymerase II C-terminal domain (GO:0070940) (GO_Biological_Process_2021)
3175       | CD8 T cells (-0.32)       | ubiquitin-protein transferase inhibitor activity (GO:0055105) (GO_Molecular_Function_2021)
3856       | FCGR3A+ Monocytes (0.24)  | nucleus (GO:0005634) (GO_Cellular_Component_2021) || transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021)
2840       | CD14+ Monocytes (-0.60)   | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || platelet activating factor metabolic process (GO:0046469) (GO_Biological_Process_2021)
1624       | CD4 T cells (0.52)        | negative regulation of transcription, DNA-templated (GO:0045892) (GO_Biological_Process_2021) || negative regulation of nucleic acid-templated transcription (GO:1903507) (GO_Biological_Process_2021) || negative regulation of cellular macromolecule biosynthetic process (GO:2000113) (GO_Biological_Process_2021)
1821       | CD14+ Monocytes (-0.45)   | regulation of neural precursor cell proliferation (GO:2000177) (GO_Biological_Process_2021) || regulation of fat cell differentiation (GO:0045598) (GO_Biological_Process_2021) || negative regulation of DNA-binding transcription factor activity (GO:0043433) (GO_Biological_Process_2021)
3116       | B cells (0.37)            | response to lipid (GO:0033993) (GO_Biological_Process_2021) || positive regulation of interleukin-2 production (GO:0032743) (GO_Biological_Process_2021) || MyD88-dependent toll-like receptor signaling pathway (GO:0002755) (GO_Biological_Process_2021)
4132       | CD4 T cells (0.72)        | negative regulation of dendritic cell differentiation (GO:2001199) (GO_Biological_Process_2021) || negative regulation of leukocyte differentiation (GO:1902106) (GO_Biological_Process_2021) || negative regulation of T cell mediated cytotoxicity (GO:0001915) (GO_Biological_Process_2021)
2474       | FCGR3A+ Monocytes (-0.26) | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
4694       | CD4 T cells (0.48)        | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
2791       | CD14+ Monocytes (-0.52)   | mitochondrial cytochrome c oxidase assembly (GO:0033617) (GO_Biological_Process_2021) || regulation of vacuole organization (GO:0044088) (GO_Biological_Process_2021) || respiratory chain complex IV assembly (GO:0008535) (GO_Biological_Process_2021)
1757       | CD4 T cells (-0.48)       | modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021) || ubiquitin-dependent protein catabolic process (GO:0006511) (GO_Biological_Process_2021) || ubiquitin-protein transferase activity (GO:0004842) (GO_Molecular_Function_2021)
4602       | CD14+ Monocytes (-0.44)   | cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cellular macromolecule biosynthetic process (GO:0034645) (GO_Biological_Process_2021) || manganese ion binding (GO:0030145) (GO_Molecular_Function_2021)
4169       | B cells (0.56)            | retrograde transport, endosome to Golgi (GO:0042147) (GO_Biological_Process_2021) || intracellular protein transport (GO:0006886) (GO_Biological_Process_2021) || protein transport (GO:0015031) (GO_Biological_Process_2021)
5087       | CD14+ Monocytes (-0.64)   | integral component of plasma membrane (GO:0005887) (GO_Cellular_Component_2021) || endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021)
3655       | B cells (-0.35)           | anaphase-promoting complex (GO:0005680) (GO_Cellular_Component_2021)
3180       | CD8 T cells (0.35)        | MPP7-DLG1-LIN7 complex (GO:0097025) (GO_Cellular_Component_2021) || transcription factor TFIID complex (GO:0005669) (GO_Cellular_Component_2021) || protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021)
797        | CD4 T cells (0.41)        | oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655) (GO_Molecular_Function_2021) || transforming growth factor beta binding (GO:0050431) (GO_Molecular_Function_2021) || glutathione biosynthetic process (GO:0006750) (GO_Biological_Process_2021)
1081       | CD14+ Monocytes (-0.44)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || regulation of mRNA 3'-end processing (GO:0031440) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
4930       | FCGR3A+ Monocytes (-0.38) | acyltransferase activity, transferring groups other than amino-acyl groups (GO:0016747) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021)
3498       | CD4 T cells (0.56)        | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || positive regulation of hydrolase activity (GO:0051345) (GO_Biological_Process_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021)
3050       | Dendritic cells (-0.16)   | transcription coregulator binding (GO:0001221) (GO_Molecular_Function_2021) || positive regulation of transport (GO:0051050) (GO_Biological_Process_2021) || regulation of cellular localization (GO:0060341) (GO_Biological_Process_2021)
4715       | CD4 T cells (0.61)        | calcium-dependent protein kinase activity (GO:0010857) (GO_Molecular_Function_2021) || calcium-dependent protein serine/threonine kinase activity (GO:0009931) (GO_Molecular_Function_2021) || glucocorticoid receptor binding (GO:0035259) (GO_Molecular_Function_2021)
3451       | B cells (-0.29)           | regulation of cell adhesion (GO:0030155) (GO_Biological_Process_2021) || positive regulation of axonogenesis (GO:0050772) (GO_Biological_Process_2021) || regulation of epidermal growth factor receptor signaling pathway (GO:0042058) (GO_Biological_Process_2021)
2722       | CD14+ Monocytes (0.27)    | autophagosome maturation (GO:0097352) (GO_Biological_Process_2021) || regulation of macroautophagy (GO:0016241) (GO_Biological_Process_2021) || macroautophagy (GO:0016236) (GO_Biological_Process_2021)
5076       | CD14+ Monocytes (-0.30)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2184       | B cells (0.21)            | Swr1 complex (GO:0000812) (GO_Cellular_Component_2021) || INO80-type complex (GO:0097346) (GO_Cellular_Component_2021) || adherens junction (GO:0005912) (GO_Cellular_Component_2021)
3315       | CD4 T cells (0.32)        | Golgi organization (GO:0007030) (GO_Biological_Process_2021) || Golgi ribbon formation (GO:0090161) (GO_Biological_Process_2021)
2879       | NK cells (-0.27)          | proton-transporting V-type ATPase, V1 domain (GO:0033180) (GO_Cellular_Component_2021) || vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221) (GO_Cellular_Component_2021) || vacuolar proton-transporting V-type ATPase complex (GO:0016471) (GO_Cellular_Component_2021)
241        | CD14+ Monocytes (0.43)    | regulation of interleukin-6 production (GO:0032675) (GO_Biological_Process_2021) || regulation of tumor necrosis factor production (GO:0032680) (GO_Biological_Process_2021) || regulation of B cell activation (GO:0050864) (GO_Biological_Process_2021)
1679       | B cells (-0.26)           | regulation of cellular amine metabolic process (GO:0033238) (GO_Biological_Process_2021) || regulation of cellular amino acid metabolic process (GO:0006521) (GO_Biological_Process_2021) || negative regulation of cell cycle G2/M phase transition (GO:1902750) (GO_Biological_Process_2021)
12         | CD14+ Monocytes (-0.48)   | protein N-linked glycosylation via asparagine (GO:0018279) (GO_Biological_Process_2021) || peptidyl-asparagine modification (GO:0018196) (GO_Biological_Process_2021) || regulation of DNA-templated transcription in response to stress (GO:0043620) (GO_Biological_Process_2021)
178        | CD8 T cells (0.30)        | MLL3/4 complex (GO:0044666) (GO_Cellular_Component_2021) || Set1C/COMPASS complex (GO:0048188) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
1729       | NK cells (-0.27)          | oxidized DNA binding (GO:0032356) (GO_Molecular_Function_2021) || oxidized purine DNA binding (GO:0032357) (GO_Molecular_Function_2021)
3024       | CD14+ Monocytes (-0.43)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353) (GO_Molecular_Function_2021)
4030       | CD4 T cells (0.43)        | regulation of dendritic spine maintenance (GO:1902950) (GO_Biological_Process_2021) || regulation of cellular protein catabolic process (GO:1903362) (GO_Biological_Process_2021) || positive regulation of cellular protein catabolic process (GO:1903364) (GO_Biological_Process_2021)
842        | CD4 T cells (0.58)        | spindle (GO:0005819) (GO_Cellular_Component_2021) || cortical actin cytoskeleton (GO:0030864) (GO_Cellular_Component_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021)
