Analyzing: Layer 15, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_15/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
2220       | B cells (-0.45)           | histone H2B ubiquitination (GO:0033523) (GO_Biological_Process_2021) || histone ubiquitination (GO:0016574) (GO_Biological_Process_2021) || bile acid biosynthetic process (GO:0006699) (GO_Biological_Process_2021)
3781       | FCGR3A+ Monocytes (0.26)  | protein kinase C activity (GO:0004697) (GO_Molecular_Function_2021) || actin binding (GO:0003779) (GO_Molecular_Function_2021) || cortical cytoskeleton (GO:0030863) (GO_Cellular_Component_2021)
2284       | B cells (0.34)            | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || myosin II binding (GO:0045159) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021)
2883       | CD14+ Monocytes (-0.38)   | transcription factor TFIIH core complex (GO:0000439) (GO_Cellular_Component_2021) || transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021) || DNA duplex unwinding (GO:0032508) (GO_Biological_Process_2021)
129        | CD4 T cells (0.44)        | organelle assembly (GO:0070925) (GO_Biological_Process_2021)
794        | CD4 T cells (0.48)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || positive regulation of cell cycle (GO:0045787) (GO_Biological_Process_2021) || rDNA binding (GO:0000182) (GO_Molecular_Function_2021)
3076       | CD14+ Monocytes (0.46)    | tRNA export from nucleus (GO:0006409) (GO_Biological_Process_2021) || tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431) (GO_Biological_Process_2021) || tRNA transport (GO:0051031) (GO_Biological_Process_2021)
1638       | B cells (-0.40)           | organic acid:sodium symporter activity (GO:0005343) (GO_Molecular_Function_2021) || carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884) (GO_Molecular_Function_2021) || phosphotransferase activity, for other substituted phosphate groups (GO:0016780) (GO_Molecular_Function_2021)
2219       | CD14+ Monocytes (0.45)    | cellular response to glucose starvation (GO:0042149) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
1883       | CD14+ Monocytes (-0.50)   | monocarboxylic acid transport (GO:0015718) (GO_Biological_Process_2021) || regulation of lipid metabolic process (GO:0019216) (GO_Biological_Process_2021) || regulation of primary metabolic process (GO:0080090) (GO_Biological_Process_2021)
2112       | NK cells (-0.36)          | regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083) (GO_Biological_Process_2021) || G1/S transition of mitotic cell cycle (GO:0000082) (GO_Biological_Process_2021) || negative regulation of mitotic metaphase/anaphase transition (GO:0045841) (GO_Biological_Process_2021)
3437       | CD4 T cells (-0.39)       | histone-lysine N-methyltransferase activity (GO:0018024) (GO_Molecular_Function_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
2454       | CD14+ Monocytes (-0.58)   | cyclin-dependent protein kinase holoenzyme complex (GO:0000307) (GO_Cellular_Component_2021) || serine/threonine protein kinase complex (GO:1902554) (GO_Cellular_Component_2021) || positive regulation of stem cell differentiation (GO:2000738) (GO_Biological_Process_2021)
4082       | NK cells (-0.15)          | guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || regulation of actomyosin structure organization (GO:0110020) (GO_Biological_Process_2021) || DNA-dependent DNA replication (GO:0006261) (GO_Biological_Process_2021)
190        | CD14+ Monocytes (-0.36)   | integral component of mitochondrial inner membrane (GO:0031305) (GO_Cellular_Component_2021)
3271       | CD4 T cells (-0.67)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
3031       | CD4 T cells (0.58)        | immune response-activating cell surface receptor signaling pathway (GO:0002429) (GO_Biological_Process_2021) || manganese ion transmembrane transporter activity (GO:0005384) (GO_Molecular_Function_2021) || calcium-dependent protein kinase activity (GO:0010857) (GO_Molecular_Function_2021)
1657       | B cells (0.45)            | purine nucleoside bisphosphate metabolic process (GO:0034032) (GO_Biological_Process_2021) || ribonucleoside bisphosphate metabolic process (GO:0033875) (GO_Biological_Process_2021) || acyl-CoA metabolic process (GO:0006637) (GO_Biological_Process_2021)
2851       | CD4 T cells (0.58)        | regulation of reactive oxygen species metabolic process (GO:2000377) (GO_Biological_Process_2021) || protein autoubiquitination (GO:0051865) (GO_Biological_Process_2021) || protein modification by small protein conjugation (GO:0032446) (GO_Biological_Process_2021)
337        | CD14+ Monocytes (-0.62)   | ceramide biosynthetic process (GO:0046513) (GO_Biological_Process_2021) || sialyltransferase activity (GO:0008373) (GO_Molecular_Function_2021) || ganglioside biosynthetic process (GO:0001574) (GO_Biological_Process_2021)
1392       | CD14+ Monocytes (-0.61)   | tertiary granule (GO:0070820) (GO_Cellular_Component_2021) || tertiary granule lumen (GO:1904724) (GO_Cellular_Component_2021) || specific granule lumen (GO:0035580) (GO_Cellular_Component_2021)
2566       | CD14+ Monocytes (-0.58)   | lipopolysaccharide-mediated signaling pathway (GO:0031663) (GO_Biological_Process_2021) || L-serine transmembrane transporter activity (GO:0015194) (GO_Molecular_Function_2021) || sulfur amino acid transmembrane transporter activity (GO:0000099) (GO_Molecular_Function_2021)
4049       | B cells (0.38)            | DNA-binding transcription factor binding (GO:0140297) (GO_Molecular_Function_2021) || Golgi trans cisterna (GO:0000138) (GO_Cellular_Component_2021) || Golgi medial cisterna (GO:0005797) (GO_Cellular_Component_2021)
5022       | CD4 T cells (0.82)        | regulation of T cell differentiation (GO:0045580) (GO_Biological_Process_2021) || regulation of lymphocyte differentiation (GO:0045619) (GO_Biological_Process_2021) || regulation of regulatory T cell differentiation (GO:0045589) (GO_Biological_Process_2021)
1477       | FCGR3A+ Monocytes (0.29)  | nuclear import signal receptor activity (GO:0061608) (GO_Molecular_Function_2021) || protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021) || nuclear localization sequence binding (GO:0008139) (GO_Molecular_Function_2021)
233        | CD14+ Monocytes (0.40)    | endoplasmic reticulum membrane (GO:0005789) (GO_Cellular_Component_2021) || COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021) || ER to Golgi transport vesicle membrane (GO:0012507) (GO_Cellular_Component_2021)
1494       | CD14+ Monocytes (-0.58)   | platelet aggregation (GO:0070527) (GO_Biological_Process_2021) || homotypic cell-cell adhesion (GO:0034109) (GO_Biological_Process_2021)
1681       | CD14+ Monocytes (-0.63)   | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || leukocyte tethering or rolling (GO:0050901) (GO_Biological_Process_2021) || leukocyte adhesion to vascular endothelial cell (GO:0061756) (GO_Biological_Process_2021)
790        | CD4 T cells (0.74)        | nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021) || negative regulation of cytokine production (GO:0001818) (GO_Biological_Process_2021)
3863       | CD14+ Monocytes (-0.33)   | translation initiation factor activity (GO:0003743) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || malate dehydrogenase activity (GO:0016615) (GO_Molecular_Function_2021)
1831       | CD4 T cells (-0.39)       | protein tyrosine kinase inhibitor activity (GO:0030292) (GO_Molecular_Function_2021) || hyalurononglucosaminidase activity (GO:0004415) (GO_Molecular_Function_2021) || dipeptidyl-peptidase activity (GO:0008239) (GO_Molecular_Function_2021)
3960       | CD4 T cells (-0.15)       | oxo-acid-lyase activity (GO:0016833) (GO_Molecular_Function_2021) || diphosphotransferase activity (GO:0016778) (GO_Molecular_Function_2021) || L-glutamine transmembrane transporter activity (GO:0015186) (GO_Molecular_Function_2021)
287        | NK cells (-0.25)          | protein C-linked glycosylation via 2'-alpha-mannosyl-L-tryptophan (GO:0018406) (GO_Biological_Process_2021) || protein C-linked glycosylation via tryptophan (GO:0018317) (GO_Biological_Process_2021) || tau-protein kinase activity (GO:0050321) (GO_Molecular_Function_2021)
2124       | B cells (-0.46)           | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || SWI/SNF complex (GO:0016514) (GO_Cellular_Component_2021)
415        | NK cells (-0.34)          | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex I (GO:0005747) (GO_Cellular_Component_2021)
4151       | CD14+ Monocytes (-0.46)   | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || platelet degranulation (GO:0002576) (GO_Biological_Process_2021)
202        | FCGR3A+ Monocytes (-0.30) | NAADP-sensitive calcium-release channel activity (GO:0072345) (GO_Molecular_Function_2021) || transcription regulatory region nucleic acid binding (GO:0001067) (GO_Molecular_Function_2021) || arylsulfatase activity (GO:0004065) (GO_Molecular_Function_2021)
3764       | B cells (0.45)            | secretory vesicle (GO:0099503) (GO_Cellular_Component_2021) || endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || exocytic vesicle (GO:0070382) (GO_Cellular_Component_2021)
3570       | FCGR3A+ Monocytes (-0.23) | microbody lumen (GO:0031907) (GO_Cellular_Component_2021) || peroxisomal matrix (GO:0005782) (GO_Cellular_Component_2021) || endosome membrane (GO:0010008) (GO_Cellular_Component_2021)
2705       | CD4 T cells (0.48)        | SRP-dependent cotranslational protein targeting to membrane (GO:0006614) (GO_Biological_Process_2021) || cytoplasmic translation (GO:0002181) (GO_Biological_Process_2021) || cotranslational protein targeting to membrane (GO:0006613) (GO_Biological_Process_2021)
1656       | CD14+ Monocytes (-0.55)   | pyruvate dehydrogenase (acetyl-transferring) kinase activity (GO:0004740) (GO_Molecular_Function_2021)
1900       | CD14+ Monocytes (0.40)    | positive regulation of protein targeting to membrane (GO:0090314) (GO_Biological_Process_2021) || protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043328) (GO_Biological_Process_2021) || establishment of protein localization to vacuole (GO:0072666) (GO_Biological_Process_2021)
3018       | CD8 T cells (-0.35)       | transcription factor TFIIH holo complex (GO:0005675) (GO_Cellular_Component_2021) || 1-acylglycerophosphocholine O-acyltransferase activity (GO:0047184) (GO_Molecular_Function_2021) || lysophospholipid acyltransferase activity (GO:0071617) (GO_Molecular_Function_2021)
2130       | B cells (-0.37)           | phosphatidylinositol-3-phosphatase activity (GO:0004438) (GO_Molecular_Function_2021) || phosphatidylinositol monophosphate phosphatase activity (GO:0052744) (GO_Molecular_Function_2021) || histone methyltransferase activity (GO:0042054) (GO_Molecular_Function_2021)
4411       | CD14+ Monocytes (0.44)    | mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021) || mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021)
2567       | B cells (-0.30)           | U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex III (GO:0005750) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex IV (GO:0005751) (GO_Cellular_Component_2021)
2996       | CD14+ Monocytes (-0.38)   | tRNA export from nucleus (GO:0006409) (GO_Biological_Process_2021) || tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431) (GO_Biological_Process_2021) || tRNA transport (GO:0051031) (GO_Biological_Process_2021)
875        | NK cells (-0.20)          | U6 snRNP (GO:0005688) (GO_Cellular_Component_2021)
3245       | CD4 T cells (0.73)        | phosphofructokinase activity (GO:0008443) (GO_Molecular_Function_2021) || regulation of Rab protein signal transduction (GO:0032483) (GO_Biological_Process_2021) || regulation of glycolytic process (GO:0006110) (GO_Biological_Process_2021)
210        | B cells (-0.44)           | DNA-dependent DNA replication (GO:0006261) (GO_Biological_Process_2021) || CMG complex (GO:0071162) (GO_Cellular_Component_2021) || double-strand break repair via break-induced replication (GO:0000727) (GO_Biological_Process_2021)
739        | B cells (0.34)            | U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021) || ceramide 1-phosphate binding (GO:1902387) (GO_Molecular_Function_2021) || ceramide 1-phosphate transfer activity (GO:1902388) (GO_Molecular_Function_2021)
1943       | CD4 T cells (-0.21)       | basal RNA polymerase II transcription machinery binding (GO:0001099) (GO_Molecular_Function_2021) || ubiquitin protein ligase binding (GO:0031625) (GO_Molecular_Function_2021) || Lys63-specific deubiquitinase activity (GO:0061578) (GO_Molecular_Function_2021)
4320       | CD4 T cells (0.79)        | chemokine receptor activity (GO:0004950) (GO_Molecular_Function_2021) || G protein-coupled chemoattractant receptor activity (GO:0001637) (GO_Molecular_Function_2021) || C-C chemokine receptor activity (GO:0016493) (GO_Molecular_Function_2021)
3541       | CD14+ Monocytes (-0.51)   | protein serine/threonine kinase activity (GO:0004674) (GO_Molecular_Function_2021) || phosphorylation (GO:0016310) (GO_Biological_Process_2021) || protein phosphorylation (GO:0006468) (GO_Biological_Process_2021)
2689       | B cells (0.31)            | cholesterol transfer activity (GO:0120020) (GO_Molecular_Function_2021) || sterol transfer activity (GO:0120015) (GO_Molecular_Function_2021) || protein-cysteine S-palmitoyltransferase activity (GO:0019706) (GO_Molecular_Function_2021)
1988       | CD14+ Monocytes (-0.62)   | positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153) (GO_Biological_Process_2021) || regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151) (GO_Biological_Process_2021) || positive regulation of mRNA catabolic process (GO:0061014) (GO_Biological_Process_2021)
3591       | NK cells (-0.30)          | integral component of organelle membrane (GO:0031301) (GO_Cellular_Component_2021) || intrinsic component of endoplasmic reticulum membrane (GO:0031227) (GO_Cellular_Component_2021) || integral component of endoplasmic reticulum membrane (GO:0030176) (GO_Cellular_Component_2021)
3927       | NK cells (-0.36)          | protein phosphatase binding (GO:0019903) (GO_Molecular_Function_2021) || phosphatase binding (GO:0019902) (GO_Molecular_Function_2021) || FMN binding (GO:0010181) (GO_Molecular_Function_2021)
3431       | B cells (-0.45)           | vacuolar proton-transporting V-type ATPase complex (GO:0016471) (GO_Cellular_Component_2021) || proton-transporting V-type ATPase, V1 domain (GO:0033180) (GO_Cellular_Component_2021) || vacuolar proton-transporting V-type ATPase, V1 domain (GO:0000221) (GO_Cellular_Component_2021)
2943       | CD14+ Monocytes (-0.43)   | exoribonuclease activity (GO:0004532) (GO_Molecular_Function_2021) || nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288) (GO_Biological_Process_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021)
2032       | CD4 T cells (0.37)        | CDP-alcohol phosphatidyltransferase activity (GO:0017169) (GO_Molecular_Function_2021) || phosphotransferase activity, for other substituted phosphate groups (GO:0016780) (GO_Molecular_Function_2021) || N-methyltransferase activity (GO:0008170) (GO_Molecular_Function_2021)
328        | FCGR3A+ Monocytes (0.32)  | epoxide hydrolase activity (GO:0004301) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671) (GO_Molecular_Function_2021) || non-membrane spanning protein tyrosine phosphatase activity (GO:0004726) (GO_Molecular_Function_2021)
2555       | CD4 T cells (0.36)        | phosphatidylinositol metabolic process (GO:0046488) (GO_Biological_Process_2021) || phosphatidylinositol biosynthetic process (GO:0006661) (GO_Biological_Process_2021) || tRNA thio-modification (GO:0034227) (GO_Biological_Process_2021)
1496       | B cells (0.47)            | oxidoreduction-driven active transmembrane transporter activity (GO:0015453) (GO_Molecular_Function_2021) || cytochrome-c oxidase activity (GO:0004129) (GO_Molecular_Function_2021) || aerobic electron transport chain (GO:0019646) (GO_Biological_Process_2021)
4920       | B cells (-0.55)           | endoplasmic reticulum lumen (GO:0005788) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021)
514        | NK cells (-0.36)          | microtubule cytoskeleton (GO:0015630) (GO_Cellular_Component_2021)
2632       | CD8 T cells (-0.28)       | purine nucleotide transmembrane transporter activity (GO:0015216) (GO_Molecular_Function_2021) || ribonuclease P RNA binding (GO:0033204) (GO_Molecular_Function_2021) || nucleotide transmembrane transporter activity (GO:0015215) (GO_Molecular_Function_2021)
2563       | CD14+ Monocytes (-0.45)   | intracellular protein transport (GO:0006886) (GO_Biological_Process_2021) || Cul4-RING E3 ubiquitin ligase complex (GO:0080008) (GO_Cellular_Component_2021)
2070       | CD4 T cells (0.71)        | regulation of receptor signaling pathway via JAK-STAT (GO:0046425) (GO_Biological_Process_2021) || negative regulation of receptor signaling pathway via STAT (GO:1904893) (GO_Biological_Process_2021) || negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426) (GO_Biological_Process_2021)
2718       | B cells (0.42)            | aminoglycan biosynthetic process (GO:0006023) (GO_Biological_Process_2021) || heparan sulfate proteoglycan biosynthetic process (GO:0015012) (GO_Biological_Process_2021) || heparan sulfate proteoglycan metabolic process (GO:0030201) (GO_Biological_Process_2021)
5059       | CD14+ Monocytes (-0.42)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || bHLH transcription factor binding (GO:0043425) (GO_Molecular_Function_2021)
785        | CD4 T cells (0.33)        | transcription-coupled nucleotide-excision repair (GO:0006283) (GO_Biological_Process_2021) || nucleotide-excision repair (GO:0006289) (GO_Biological_Process_2021) || nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295) (GO_Biological_Process_2021)
3259       | CD4 T cells (0.71)        | protein phosphorylation (GO:0006468) (GO_Biological_Process_2021) || negative regulation of cellular process (GO:0048523) (GO_Biological_Process_2021) || positive regulation of protein modification process (GO:0031401) (GO_Biological_Process_2021)
360        | CD14+ Monocytes (0.49)    | acyl carnitine transmembrane transporter activity (GO:0015227) (GO_Molecular_Function_2021)
113        | CD8 T cells (-0.24)       | mitochondrial membrane (GO:0031966) (GO_Cellular_Component_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
491        | B cells (-0.38)           | RNA polymerase II, core complex (GO:0005665) (GO_Cellular_Component_2021)
3168       | CD4 T cells (0.24)        | small GTPase binding (GO:0031267) (GO_Molecular_Function_2021) || poly(G) binding (GO:0034046) (GO_Molecular_Function_2021) || GTPase binding (GO:0051020) (GO_Molecular_Function_2021)
3173       | CD14+ Monocytes (-0.55)   | regulation of mRNA catabolic process (GO:0061013) (GO_Biological_Process_2021) || regulation of mRNA stability (GO:0043488) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
3403       | CD14+ Monocytes (-0.58)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021)
231        | B cells (-0.38)           | multivesicular body (GO:0005771) (GO_Cellular_Component_2021) || pyruvate transmembrane transporter activity (GO:0050833) (GO_Molecular_Function_2021) || leucine binding (GO:0070728) (GO_Molecular_Function_2021)
2372       | CD14+ Monocytes (0.47)    | phosphatase binding (GO:0019902) (GO_Molecular_Function_2021) || protein phosphatase binding (GO:0019903) (GO_Molecular_Function_2021) || secretory granule membrane (GO:0030667) (GO_Cellular_Component_2021)
2878       | CD4 T cells (0.43)        | leukocyte tethering or rolling (GO:0050901) (GO_Biological_Process_2021) || leukocyte adhesion to vascular endothelial cell (GO:0061756) (GO_Biological_Process_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021)
4316       | CD14+ Monocytes (0.62)    | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
2742       | CD14+ Monocytes (-0.50)   | all-trans retinal binding (GO:0005503) (GO_Molecular_Function_2021) || acrosin binding (GO:0032190) (GO_Molecular_Function_2021) || 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308) (GO_Molecular_Function_2021)
3390       | CD14+ Monocytes (-0.52)   | negative regulation of establishment of protein localization (GO:1904950) (GO_Biological_Process_2021) || negative regulation of protein transport (GO:0051224) (GO_Biological_Process_2021) || regulation of protein transport (GO:0051223) (GO_Biological_Process_2021)
4419       | B cells (0.26)            | 1-phosphatidylinositol binding (GO:0005545) (GO_Molecular_Function_2021) || phosphatidylinositol binding (GO:0035091) (GO_Molecular_Function_2021) || non-membrane spanning protein tyrosine phosphatase activity (GO:0004726) (GO_Molecular_Function_2021)
406        | NK cells (-0.39)          | CoA carboxylase activity (GO:0016421) (GO_Molecular_Function_2021) || glycogen binding (GO:2001069) (GO_Molecular_Function_2021) || ribosomal large subunit binding (GO:0043023) (GO_Molecular_Function_2021)
3626       | CD14+ Monocytes (-0.35)   | double-stranded RNA binding (GO:0003725) (GO_Molecular_Function_2021) || chondroitin sulfotransferase activity (GO:0034481) (GO_Molecular_Function_2021) || mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571) (GO_Molecular_Function_2021)
4577       | CD14+ Monocytes (-0.32)   | exoribonuclease activity (GO:0004532) (GO_Molecular_Function_2021) || lysophospholipase activity (GO:0004622) (GO_Molecular_Function_2021) || cyclin-dependent protein kinase activity (GO:0097472) (GO_Molecular_Function_2021)
4542       | CD4 T cells (0.61)        | cadherin binding (GO:0045296) (GO_Molecular_Function_2021) || autophagosome organization (GO:1905037) (GO_Biological_Process_2021) || autophagosome assembly (GO:0000045) (GO_Biological_Process_2021)
809        | FCGR3A+ Monocytes (0.27)  | retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890) (GO_Biological_Process_2021) || antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886) (GO_Biological_Process_2021) || antigen processing and presentation of peptide antigen via MHC class II (GO:0002495) (GO_Biological_Process_2021)
3361       | CD8 T cells (-0.18)       | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
1797       | CD4 T cells (-0.39)       | procollagen-proline 4-dioxygenase activity (GO:0004656) (GO_Molecular_Function_2021) || pre-mRNA intronic binding (GO:0097157) (GO_Molecular_Function_2021) || procollagen-proline dioxygenase activity (GO:0019798) (GO_Molecular_Function_2021)
2461       | CD14+ Monocytes (-0.41)   | RNA binding (GO:0003723) (GO_Molecular_Function_2021)
4430       | CD14+ Monocytes (0.63)    | regulation of anoikis (GO:2000209) (GO_Biological_Process_2021) || negative regulation of ossification (GO:0030279) (GO_Biological_Process_2021) || regulation of myotube differentiation (GO:0010830) (GO_Biological_Process_2021)
1603       | FCGR3A+ Monocytes (-0.17) | positive regulation of lamellipodium morphogenesis (GO:2000394) (GO_Biological_Process_2021) || maintenance of protein location in extracellular region (GO:0071694) (GO_Biological_Process_2021) || regulation of wound healing, spreading of epidermal cells (GO:1903689) (GO_Biological_Process_2021)
4811       | CD4 T cells (0.53)        | solute:cation symporter activity (GO:0015294) (GO_Molecular_Function_2021) || neutral lipid catabolic process (GO:0046461) (GO_Biological_Process_2021) || negative regulation of protein serine/threonine kinase activity (GO:0071901) (GO_Biological_Process_2021)
2515       | CD8 T cells (-0.30)       | MHC class I protein complex binding (GO:0023024) (GO_Molecular_Function_2021) || alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity (GO:0003828) (GO_Molecular_Function_2021) || arachidonate-CoA ligase activity (GO:0047676) (GO_Molecular_Function_2021)
4735       | CD4 T cells (0.58)        | nuclear retention of pre-mRNA at the site of transcription (GO:0071033) (GO_Biological_Process_2021) || positive regulation of toll-like receptor 3 signaling pathway (GO:0034141) (GO_Biological_Process_2021) || glandular epithelial cell differentiation (GO:0002067) (GO_Biological_Process_2021)
1139       | CD4 T cells (0.55)        | methylation-dependent protein binding (GO:0140034) (GO_Molecular_Function_2021) || methylated histone binding (GO:0035064) (GO_Molecular_Function_2021)
3123       | B cells (0.33)            | regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618) (GO_Biological_Process_2021) || cAMP response element binding protein binding (GO:0008140) (GO_Molecular_Function_2021) || leucine zipper domain binding (GO:0043522) (GO_Molecular_Function_2021)
975        | B cells (0.45)            | Fc-epsilon receptor signaling pathway (GO:0038095) (GO_Biological_Process_2021) || Fc receptor signaling pathway (GO:0038093) (GO_Biological_Process_2021) || regulation of granulocyte colony-stimulating factor production (GO:0071655) (GO_Biological_Process_2021)
3402       | CD14+ Monocytes (-0.30)   | SUMO transferase activity (GO:0019789) (GO_Molecular_Function_2021) || positive regulation of protein sumoylation (GO:0033235) (GO_Biological_Process_2021) || regulation of protein sumoylation (GO:0033233) (GO_Biological_Process_2021)
2324       | CD14+ Monocytes (-0.64)   | inflammatory response (GO:0006954) (GO_Biological_Process_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
4769       | CD4 T cells (-0.60)       | condensed chromosome, centromeric region (GO:0000779) (GO_Cellular_Component_2021) || pericentric heterochromatin (GO:0005721) (GO_Cellular_Component_2021) || oxo-acid-lyase activity (GO:0016833) (GO_Molecular_Function_2021)
3769       | CD14+ Monocytes (-0.50)   | mRNA processing (GO:0006397) (GO_Biological_Process_2021) || RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021)
601        | CD14+ Monocytes (-0.57)   | Cul4-RING E3 ubiquitin ligase complex (GO:0080008) (GO_Cellular_Component_2021) || small-subunit processome (GO:0032040) (GO_Cellular_Component_2021) || rRNA metabolic process (GO:0016072) (GO_Biological_Process_2021)
1856       | CD14+ Monocytes (0.28)    | U2-type spliceosomal complex (GO:0005684) (GO_Cellular_Component_2021) || U2-type catalytic step 2 spliceosome (GO:0071007) (GO_Cellular_Component_2021) || nuclear receptor binding (GO:0016922) (GO_Molecular_Function_2021)
1438       | CD14+ Monocytes (-0.60)   | 5'-3' exodeoxyribonuclease activity (GO:0035312) (GO_Molecular_Function_2021) || natural killer cell lectin-like receptor binding (GO:0046703) (GO_Molecular_Function_2021) || single-stranded DNA endodeoxyribonuclease activity (GO:0000014) (GO_Molecular_Function_2021)
783        | CD8 T cells (0.44)        | positive regulation of small molecule metabolic process (GO:0062013) (GO_Biological_Process_2021)
1048       | CD14+ Monocytes (0.57)    | negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512) (GO_Biological_Process_2021) || negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394) (GO_Biological_Process_2021) || regulation of transforming growth factor beta receptor signaling pathway (GO:0017015) (GO_Biological_Process_2021)
4522       | CD4 T cells (0.50)        | tumor necrosis factor-mediated signaling pathway (GO:0033209) (GO_Biological_Process_2021) || regulation of cellular amine metabolic process (GO:0033238) (GO_Biological_Process_2021) || regulation of cellular amino acid metabolic process (GO:0006521) (GO_Biological_Process_2021)
4958       | CD14+ Monocytes (-0.51)   | neutral amino acid transmembrane transporter activity (GO:0015175) (GO_Molecular_Function_2021)
