Analyzing: Layer 12, 8x expansion (K=32)
Directory: /biodata/nyanovsky/datasets/pbmc3k/layer_12/sae_k_32_5120/interpretations_filter_zero_expressed

Feature    | Top Cell Type (r)         | Top Significant GO Terms
3180       | CD4 T cells (0.54)        | threonine-type peptidase activity (GO:0070003) (GO_Molecular_Function_2021)
3944       | CD4 T cells (-0.68)       | histone modification (GO:0016570) (GO_Biological_Process_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
4381       | CD4 T cells (0.31)        | positive regulation of DNA-templated transcription, elongation (GO:0032786) (GO_Biological_Process_2021) || regulation of DNA-templated transcription, elongation (GO:0032784) (GO_Biological_Process_2021)
1028       | CD14+ Monocytes (0.40)    | RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978) (GO_Molecular_Function_2021) || cis-regulatory region sequence-specific DNA binding (GO:0000987) (GO_Molecular_Function_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
1081       | CD4 T cells (-0.45)       | GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021) || GTPase regulator activity (GO:0030695) (GO_Molecular_Function_2021) || aryl hydrocarbon receptor binding (GO:0017162) (GO_Molecular_Function_2021)
4930       | CD4 T cells (0.42)        | heterotrimeric G-protein complex (GO:0005834) (GO_Cellular_Component_2021) || GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021)
3498       | CD4 T cells (0.42)        | respiratory chain complex I (GO:0045271) (GO_Cellular_Component_2021) || mitochondrial respiratory chain complex I (GO:0005747) (GO_Cellular_Component_2021) || mitochondrial electron transport, NADH to ubiquinone (GO:0006120) (GO_Biological_Process_2021)
608        | CD14+ Monocytes (-0.59)   | MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017) (GO_Molecular_Function_2021) || protein tyrosine/threonine phosphatase activity (GO:0008330) (GO_Molecular_Function_2021) || MAP kinase phosphatase activity (GO:0033549) (GO_Molecular_Function_2021)
1922       | CD4 T cells (0.29)        | protein carboxyl O-methyltransferase activity (GO:0051998) (GO_Molecular_Function_2021)
1752       | CD4 T cells (0.38)        | T cell receptor complex (GO:0042101) (GO_Cellular_Component_2021)
3494       | CD14+ Monocytes (0.43)    | aspartic endopeptidase activity, intramembrane cleaving (GO:0042500) (GO_Molecular_Function_2021) || aspartic-type endopeptidase activity (GO:0004190) (GO_Molecular_Function_2021)
4715       | CD8 T cells (0.31)        | negative regulation of proteolysis involved in cellular protein catabolic process (GO:1903051) (GO_Biological_Process_2021) || choline transmembrane transporter activity (GO:0015220) (GO_Molecular_Function_2021) || 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308) (GO_Molecular_Function_2021)
3451       | CD4 T cells (-0.44)       | snRNA transcription by RNA polymerase III (GO:0042796) (GO_Biological_Process_2021) || phosphatase binding (GO:0019902) (GO_Molecular_Function_2021) || histone methyltransferase activity (GO:0042054) (GO_Molecular_Function_2021)
5076       | CD4 T cells (0.51)        | azurophil granule membrane (GO:0035577) (GO_Cellular_Component_2021) || aminophospholipid transport (GO:0015917) (GO_Biological_Process_2021)
2184       | CD14+ Monocytes (-0.40)   | protein insertion into mitochondrial inner membrane (GO:0045039) (GO_Biological_Process_2021) || protein insertion into mitochondrial membrane (GO:0051204) (GO_Biological_Process_2021) || mitochondrial intermembrane space (GO:0005758) (GO_Cellular_Component_2021)
3315       | CD14+ Monocytes (-0.23)   | positive regulation of lymphocyte differentiation (GO:0045621) (GO_Biological_Process_2021) || regulation of T cell differentiation (GO:0045580) (GO_Biological_Process_2021) || positive regulation of T cell differentiation (GO:0045582) (GO_Biological_Process_2021)
5088       | CD14+ Monocytes (-0.59)   | COPII-coated ER to Golgi transport vesicle (GO:0030134) (GO_Cellular_Component_2021) || MHC class II protein complex (GO:0042613) (GO_Cellular_Component_2021) || MHC protein complex (GO:0042611) (GO_Cellular_Component_2021)
825        | CD4 T cells (0.55)        | potassium:chloride symporter activity (GO:0015379) (GO_Molecular_Function_2021) || cation:chloride symporter activity (GO:0015377) (GO_Molecular_Function_2021) || ammonium transmembrane transporter activity (GO:0008519) (GO_Molecular_Function_2021)
870        | B cells (0.29)            | RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377) (GO_Biological_Process_2021) || mRNA splicing, via spliceosome (GO:0000398) (GO_Biological_Process_2021) || mRNA processing (GO:0006397) (GO_Biological_Process_2021)
241        | CD14+ Monocytes (0.44)    | regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021)
1679       | CD4 T cells (0.58)        | alpha-mannosidase activity (GO:0004559) (GO_Molecular_Function_2021) || mannosidase activity (GO:0015923) (GO_Molecular_Function_2021)
12         | CD4 T cells (-0.58)       | DNA metabolic process (GO:0006259) (GO_Biological_Process_2021) || DNA replication (GO:0006260) (GO_Biological_Process_2021) || cellular macromolecule biosynthetic process (GO:0034645) (GO_Biological_Process_2021)
1446       | CD4 T cells (0.64)        | actin filament (GO:0005884) (GO_Cellular_Component_2021) || polymeric cytoskeletal fiber (GO:0099513) (GO_Cellular_Component_2021) || cytoplasmic vesicle lumen (GO:0060205) (GO_Cellular_Component_2021)
3305       | CD4 T cells (0.31)        | P-body (GO:0000932) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || beta-catenin-TCF complex (GO:1990907) (GO_Cellular_Component_2021)
178        | B cells (0.46)            | regulation of cell cycle (GO:0051726) (GO_Biological_Process_2021) || cell cycle G1/S phase transition (GO:0044843) (GO_Biological_Process_2021) || G1/S transition of mitotic cell cycle (GO:0000082) (GO_Biological_Process_2021)
1729       | CD4 T cells (0.30)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || poly-purine tract binding (GO:0070717) (GO_Molecular_Function_2021)
2481       | CD4 T cells (0.78)        | regulation of immune response (GO:0050776) (GO_Biological_Process_2021) || MHC protein binding (GO:0042287) (GO_Molecular_Function_2021) || MHC class I protein complex binding (GO:0023024) (GO_Molecular_Function_2021)
3024       | CD4 T cells (0.40)        | glucose 6-phosphate metabolic process (GO:0051156) (GO_Biological_Process_2021) || pentose-phosphate shunt (GO:0006098) (GO_Biological_Process_2021) || NADP binding (GO:0050661) (GO_Molecular_Function_2021)
4030       | B cells (0.47)            | mitochondrial matrix (GO:0005759) (GO_Cellular_Component_2021) || intracellular organelle lumen (GO:0070013) (GO_Cellular_Component_2021) || chaperone cofactor-dependent protein refolding (GO:0051085) (GO_Biological_Process_2021)
842        | CD4 T cells (0.53)        | protein K48-linked ubiquitination (GO:0070936) (GO_Biological_Process_2021) || mitogen-activated protein kinase binding (GO:0051019) (GO_Molecular_Function_2021) || ubiquitin conjugating enzyme activity (GO:0061631) (GO_Molecular_Function_2021)
2739       | CD4 T cells (-0.42)       | alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665) (GO_Molecular_Function_2021) || amidine-lyase activity (GO:0016842) (GO_Molecular_Function_2021) || DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906) (GO_Molecular_Function_2021)
1669       | CD4 T cells (-0.66)       | mitotic spindle microtubule (GO:1990498) (GO_Cellular_Component_2021) || spindle microtubule (GO:0005876) (GO_Cellular_Component_2021)
1737       | CD14+ Monocytes (-0.59)   | endocytic vesicle (GO:0030139) (GO_Cellular_Component_2021) || clathrin-coated vesicle (GO:0030136) (GO_Cellular_Component_2021) || cytoplasmic vesicle membrane (GO:0030659) (GO_Cellular_Component_2021)
1608       | CD4 T cells (-0.42)       | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || extrinsic component of mitochondrial inner membrane (GO:0031314) (GO_Cellular_Component_2021) || pericentric heterochromatin (GO:0005721) (GO_Cellular_Component_2021)
2720       | CD8 T cells (0.34)        | metallo-sulfur cluster assembly (GO:0031163) (GO_Biological_Process_2021) || iron-sulfur cluster assembly (GO:0016226) (GO_Biological_Process_2021) || MAPK cascade (GO:0000165) (GO_Biological_Process_2021)
55         | CD14+ Monocytes (-0.57)   | positive regulation of establishment of protein localization to mitochondrion (GO:1903749) (GO_Biological_Process_2021) || Rap protein signal transduction (GO:0032486) (GO_Biological_Process_2021) || positive regulation of mitochondrion organization (GO:0010822) (GO_Biological_Process_2021)
3717       | CD4 T cells (0.68)        | disulfide oxidoreductase activity (GO:0015036) (GO_Molecular_Function_2021)
2186       | CD4 T cells (0.59)        | ubiquitin conjugating enzyme activity (GO:0061631) (GO_Molecular_Function_2021) || ubiquitin-like protein conjugating enzyme activity (GO:0061650) (GO_Molecular_Function_2021)
3750       | CD14+ Monocytes (-0.51)   | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || translational termination (GO:0006415) (GO_Biological_Process_2021)
4776       | CD4 T cells (0.61)        | spindle microtubule (GO:0005876) (GO_Cellular_Component_2021) || L-glutamine transmembrane transporter activity (GO:0015186) (GO_Molecular_Function_2021) || L-aspartate transmembrane transporter activity (GO:0015183) (GO_Molecular_Function_2021)
1885       | B cells (0.33)            | integral component of plasma membrane (GO:0005887) (GO_Cellular_Component_2021)
429        | CD14+ Monocytes (0.41)    | intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631) (GO_Biological_Process_2021) || peptidyl-threonine modification (GO:0018210) (GO_Biological_Process_2021) || Golgi membrane (GO:0000139) (GO_Cellular_Component_2021)
2076       | CD4 T cells (0.43)        | organelle organization (GO:0006996) (GO_Biological_Process_2021) || negative regulation of ERK1 and ERK2 cascade (GO:0070373) (GO_Biological_Process_2021)
4334       | CD8 T cells (-0.32)       | chromaffin granule (GO:0042583) (GO_Cellular_Component_2021) || endolysosome lumen (GO:0036021) (GO_Cellular_Component_2021) || external side of apical plasma membrane (GO:0098591) (GO_Cellular_Component_2021)
1674       | CD14+ Monocytes (-0.52)   | 3'-5' exonuclease activity (GO:0008408) (GO_Molecular_Function_2021) || exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896) (GO_Molecular_Function_2021) || 3'-5'-exoribonuclease activity (GO:0000175) (GO_Molecular_Function_2021)
1860       | CD14+ Monocytes (-0.34)   | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2831       | B cells (-0.38)           | kinase binding (GO:0019900) (GO_Molecular_Function_2021) || protein kinase binding (GO:0019901) (GO_Molecular_Function_2021)
4490       | FCGR3A+ Monocytes (-0.35) | carbonyl reductase (NADPH) activity (GO:0004090) (GO_Molecular_Function_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || tRNA binding (GO:0000049) (GO_Molecular_Function_2021)
3414       | CD4 T cells (0.36)        | negative regulation of RIG-I signaling pathway (GO:0039536) (GO_Biological_Process_2021) || regulation of protein localization to chromatin (GO:1905634) (GO_Biological_Process_2021) || modification-dependent protein catabolic process (GO:0019941) (GO_Biological_Process_2021)
4089       | CD14+ Monocytes (-0.24)   | intracellular protein transport (GO:0006886) (GO_Biological_Process_2021) || protein N-linked glycosylation via asparagine (GO:0018279) (GO_Biological_Process_2021) || peptidyl-asparagine modification (GO:0018196) (GO_Biological_Process_2021)
4494       | CD14+ Monocytes (-0.44)   | oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628) (GO_Molecular_Function_2021)
4379       | CD14+ Monocytes (0.38)    | MHC class I protein complex binding (GO:0023024) (GO_Molecular_Function_2021) || acid-amino acid ligase activity (GO:0016881) (GO_Molecular_Function_2021) || solute:anion antiporter activity (GO:0140323) (GO_Molecular_Function_2021)
2952       | CD14+ Monocytes (0.54)    | establishment of protein localization to endoplasmic reticulum (GO:0072599) (GO_Biological_Process_2021) || DNA insertion or deletion binding (GO:0032135) (GO_Molecular_Function_2021) || bubble DNA binding (GO:0000405) (GO_Molecular_Function_2021)
3122       | B cells (-0.55)           | B cell proliferation (GO:0042100) (GO_Biological_Process_2021) || fructose transmembrane transporter activity (GO:0005353) (GO_Molecular_Function_2021) || dehydroascorbic acid transmembrane transporter activity (GO:0033300) (GO_Molecular_Function_2021)
5056       | CD14+ Monocytes (0.50)    | actin cytoskeleton (GO:0015629) (GO_Cellular_Component_2021) || flotillin complex (GO:0016600) (GO_Cellular_Component_2021) || cortical actin cytoskeleton (GO:0030864) (GO_Cellular_Component_2021)
4796       | CD14+ Monocytes (-0.64)   | inflammatory response (GO:0006954) (GO_Biological_Process_2021) || neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021)
275        | CD14+ Monocytes (-0.29)   | cellular response to interleukin-21 (GO:0098757) (GO_Biological_Process_2021) || interleukin-21-mediated signaling pathway (GO:0038114) (GO_Biological_Process_2021) || cellular response to interleukin-9 (GO:0071355) (GO_Biological_Process_2021)
3078       | CD4 T cells (-0.42)       | regulation of T-helper 2 cell differentiation (GO:0045628) (GO_Biological_Process_2021) || positive regulation of T-helper cell differentiation (GO:0045624) (GO_Biological_Process_2021) || lipid translocation (GO:0034204) (GO_Biological_Process_2021)
4259       | CD14+ Monocytes (0.38)    | glycoside catabolic process (GO:0016139) (GO_Biological_Process_2021)
2910       | CD14+ Monocytes (-0.34)   | peptidase activator activity involved in apoptotic process (GO:0016505) (GO_Molecular_Function_2021)
2654       | CD14+ Monocytes (0.58)    | regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021) || SUMO ligase activity (GO:0061665) (GO_Molecular_Function_2021)
4104       | CD14+ Monocytes (-0.46)   | synaptic membrane (GO:0097060) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021)
2141       | CD14+ Monocytes (-0.60)   | GDP binding (GO:0019003) (GO_Molecular_Function_2021) || guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021)
3738       | NK cells (-0.31)          | nucleus (GO:0005634) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) (GO_Molecular_Function_2021)
111        | CD4 T cells (-0.37)       | ficolin-1-rich granule (GO:0101002) (GO_Cellular_Component_2021) || intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
5104       | CD14+ Monocytes (0.36)    | Cul2-RING ubiquitin ligase complex (GO:0031462) (GO_Cellular_Component_2021) || cullin-RING ubiquitin ligase complex (GO:0031461) (GO_Cellular_Component_2021)
2516       | CD8 T cells (-0.32)       | histone demethylase activity (GO:0032452) (GO_Molecular_Function_2021) || histone demethylase activity (H3-K27 specific) (GO:0071558) (GO_Molecular_Function_2021) || histone demethylase activity (H3-trimethyl-K4 specific) (GO:0034647) (GO_Molecular_Function_2021)
2709       | CD14+ Monocytes (-0.38)   | cAMP response element binding protein binding (GO:0008140) (GO_Molecular_Function_2021) || MutLalpha complex binding (GO:0032405) (GO_Molecular_Function_2021) || MutSalpha complex binding (GO:0032407) (GO_Molecular_Function_2021)
1615       | CD14+ Monocytes (-0.35)   | regulation of transcription by RNA polymerase II (GO:0006357) (GO_Biological_Process_2021) || regulation of transcription, DNA-templated (GO:0006355) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
380        | B cells (0.36)            | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || U2-type catalytic step 2 spliceosome (GO:0071007) (GO_Cellular_Component_2021) || Cdc73/Paf1 complex (GO:0016593) (GO_Cellular_Component_2021)
717        | CD14+ Monocytes (-0.41)   | R-SMAD binding (GO:0070412) (GO_Molecular_Function_2021) || negative regulation of protein-containing complex assembly (GO:0031333) (GO_Biological_Process_2021)
227        | NK cells (0.36)           | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || translational elongation (GO:0006414) (GO_Biological_Process_2021) || mitochondrial translation (GO:0032543) (GO_Biological_Process_2021)
964        | CD14+ Monocytes (-0.36)   | UDP-xylosyltransferase activity (GO:0035252) (GO_Molecular_Function_2021) || xylosyltransferase activity (GO:0042285) (GO_Molecular_Function_2021) || phospholipid transfer activity (GO:0120014) (GO_Molecular_Function_2021)
368        | CD14+ Monocytes (-0.53)   | hydrolase activity, hydrolyzing N-glycosyl compounds (GO:0016799) (GO_Molecular_Function_2021)
3396       | CD4 T cells (0.41)        | guanyl-nucleotide exchange factor activity (GO:0005085) (GO_Molecular_Function_2021) || tRNA methyltransferase activity (GO:0008175) (GO_Molecular_Function_2021) || GTPase activator activity (GO:0005096) (GO_Molecular_Function_2021)
4551       | CD4 T cells (0.27)        | UDP-xylosyltransferase activity (GO:0035252) (GO_Molecular_Function_2021) || alpha-(1->3)-fucosyltransferase activity (GO:0046920) (GO_Molecular_Function_2021) || glycogen binding (GO:2001069) (GO_Molecular_Function_2021)
4574       | CD4 T cells (0.76)        | regulation of apoptotic process (GO:0042981) (GO_Biological_Process_2021) || positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280) (GO_Biological_Process_2021) || death-inducing signaling complex (GO:0031264) (GO_Cellular_Component_2021)
4006       | CD4 T cells (0.28)        | tau-protein kinase activity (GO:0050321) (GO_Molecular_Function_2021) || mitochondrial inner membrane (GO:0005743) (GO_Cellular_Component_2021) || organelle inner membrane (GO:0019866) (GO_Cellular_Component_2021)
14         | CD4 T cells (0.26)        | beta-1,3-galactosyltransferase activity (GO:0048531) (GO_Molecular_Function_2021)
4666       | CD4 T cells (0.76)        | uridylyltransferase activity (GO:0070569) (GO_Molecular_Function_2021) || interleukin-12 receptor binding (GO:0005143) (GO_Molecular_Function_2021) || lysophospholipid acyltransferase activity (GO:0071617) (GO_Molecular_Function_2021)
3995       | FCGR3A+ Monocytes (-0.36) | histone methyltransferase activity (H3-K36 specific) (GO:0046975) (GO_Molecular_Function_2021) || histone H3-K36 methylation (GO:0010452) (GO_Biological_Process_2021) || protein K48-linked ubiquitination (GO:0070936) (GO_Biological_Process_2021)
720        | CD14+ Monocytes (0.54)    | ubiquitin conjugating enzyme activity (GO:0061631) (GO_Molecular_Function_2021) || ubiquitin-like protein conjugating enzyme activity (GO:0061650) (GO_Molecular_Function_2021) || focal adhesion (GO:0005925) (GO_Cellular_Component_2021)
1212       | B cells (-0.20)           | isocitrate dehydrogenase activity (GO:0004448) (GO_Molecular_Function_2021) || interferon receptor activity (GO:0004904) (GO_Molecular_Function_2021) || protein carboxyl O-methyltransferase activity (GO:0051998) (GO_Molecular_Function_2021)
1323       | CD14+ Monocytes (-0.39)   | ribonucleoprotein complex biogenesis (GO:0022613) (GO_Biological_Process_2021) || protein localization to phagophore assembly site (GO:0034497) (GO_Biological_Process_2021) || ribonucleoprotein complex assembly (GO:0022618) (GO_Biological_Process_2021)
3342       | CD14+ Monocytes (0.56)    | ubiquitin binding (GO:0043130) (GO_Molecular_Function_2021) || regulation of proteasomal protein catabolic process (GO:0061136) (GO_Biological_Process_2021) || ubiquitin-dependent protein catabolic process (GO:0006511) (GO_Biological_Process_2021)
568        | NK cells (-0.21)          | nBAF complex (GO:0071565) (GO_Cellular_Component_2021) || CD95 death-inducing signaling complex (GO:0031265) (GO_Cellular_Component_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
5028       | CD4 T cells (-0.42)       | neutrophil degranulation (GO:0043312) (GO_Biological_Process_2021) || neutrophil activation involved in immune response (GO:0002283) (GO_Biological_Process_2021) || neutrophil mediated immunity (GO:0002446) (GO_Biological_Process_2021)
3313       | CD14+ Monocytes (-0.52)   | mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427) (GO_Biological_Process_2021) || mRNA transport (GO:0051028) (GO_Biological_Process_2021) || RNA export from nucleus (GO:0006405) (GO_Biological_Process_2021)
3407       | CD14+ Monocytes (-0.56)   | TBP-class protein binding (GO:0017025) (GO_Molecular_Function_2021) || general transcription initiation factor binding (GO:0140296) (GO_Molecular_Function_2021) || regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045898) (GO_Biological_Process_2021)
4686       | CD14+ Monocytes (-0.62)   | nucleobase-containing small molecule interconversion (GO:0015949) (GO_Biological_Process_2021) || tetrahydrofolate interconversion (GO:0035999) (GO_Biological_Process_2021) || DNA metabolic process (GO:0006259) (GO_Biological_Process_2021)
3621       | CD4 T cells (0.49)        | clathrin-coated vesicle (GO:0030136) (GO_Cellular_Component_2021) || phosphatidylinositol-3,4-bisphosphate binding (GO:0043325) (GO_Molecular_Function_2021) || phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547) (GO_Molecular_Function_2021)
3202       | CD4 T cells (0.34)        | histone H4-K12 acetylation (GO:0043983) (GO_Biological_Process_2021) || positive regulation of histone H4 acetylation (GO:0090240) (GO_Biological_Process_2021) || histone H3-K14 acetylation (GO:0044154) (GO_Biological_Process_2021)
4154       | CD4 T cells (0.57)        | histone demethylase activity (GO:0032452) (GO_Molecular_Function_2021) || histone lysine demethylation (GO:0070076) (GO_Biological_Process_2021) || nucleus (GO:0005634) (GO_Cellular_Component_2021)
2784       | B cells (0.40)            | focal adhesion (GO:0005925) (GO_Cellular_Component_2021) || cell-substrate junction (GO:0030055) (GO_Cellular_Component_2021) || positive regulation of leukocyte cell-cell adhesion (GO:1903039) (GO_Biological_Process_2021)
1506       | CD14+ Monocytes (0.11)    | calcium ion transmembrane transporter activity (GO:0015085) (GO_Molecular_Function_2021) || calcium channel activity (GO:0005262) (GO_Molecular_Function_2021) || cation channel activity (GO:0005261) (GO_Molecular_Function_2021)
3456       | CD4 T cells (0.57)        | microbody lumen (GO:0031907) (GO_Cellular_Component_2021) || peroxisomal matrix (GO:0005782) (GO_Cellular_Component_2021) || peroxisome (GO:0005777) (GO_Cellular_Component_2021)
4996       | NK cells (-0.27)          | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || lysine-acetylated histone binding (GO:0070577) (GO_Molecular_Function_2021) || acetylation-dependent protein binding (GO:0140033) (GO_Molecular_Function_2021)
850        | B cells (0.49)            | UDP-xylosyltransferase activity (GO:0035252) (GO_Molecular_Function_2021) || xylosyltransferase activity (GO:0042285) (GO_Molecular_Function_2021)
104        | CD8 T cells (0.24)        | mitochondrial translational elongation (GO:0070125) (GO_Biological_Process_2021) || mitochondrial translational termination (GO:0070126) (GO_Biological_Process_2021) || regulation of early endosome to late endosome transport (GO:2000641) (GO_Biological_Process_2021)
5047       | CD4 T cells (0.74)        | phosphatidylinositol bisphosphate binding (GO:1902936) (GO_Molecular_Function_2021)
871        | CD4 T cells (0.61)        | TBP-class protein binding (GO:0017025) (GO_Molecular_Function_2021) || general transcription initiation factor binding (GO:0140296) (GO_Molecular_Function_2021) || RNA polymerase II general transcription initiation factor binding (GO:0001091) (GO_Molecular_Function_2021)
105        | CD8 T cells (0.28)        | magnesium ion transport (GO:0015693) (GO_Biological_Process_2021)
2265       | NK cells (-0.14)          | CD40 receptor complex (GO:0035631) (GO_Cellular_Component_2021)
997        | CD4 T cells (0.68)        | negative regulation of B cell activation (GO:0050869) (GO_Biological_Process_2021) || MHC class II protein complex binding (GO:0023026) (GO_Molecular_Function_2021) || negative regulation of B cell proliferation (GO:0030889) (GO_Biological_Process_2021)
2405       | B cells (0.22)            | fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539) (GO_Biological_Process_2021) || glycosphingolipid metabolic process (GO:0006687) (GO_Biological_Process_2021) || glycolipid metabolic process (GO:0006664) (GO_Biological_Process_2021)
565        | Megakaryocytes (0.11)     | positive regulation of alcohol biosynthetic process (GO:1902932) (GO_Biological_Process_2021) || phosphatidylcholine floppase activity (GO:0090554) (GO_Molecular_Function_2021) || 1-alkyl-2-acetylglycerophosphocholine esterase activity (GO:0003847) (GO_Molecular_Function_2021)
5086       | CD14+ Monocytes (-0.53)   | deoxyribonuclease I activity (GO:0004530) (GO_Molecular_Function_2021) || ADP transmembrane transporter activity (GO:0015217) (GO_Molecular_Function_2021) || ATP transmembrane transporter activity (GO:0005347) (GO_Molecular_Function_2021)
2252       | CD4 T cells (0.66)        | membrane raft assembly (GO:0001765) (GO_Biological_Process_2021) || membrane raft organization (GO:0031579) (GO_Biological_Process_2021) || membrane assembly (GO:0071709) (GO_Biological_Process_2021)
574        | CD4 T cells (0.49)        | RNA binding (GO:0003723) (GO_Molecular_Function_2021) || positive regulation of establishment of protein localization to telomere (GO:1904851) (GO_Biological_Process_2021) || positive regulation of protein localization to Cajal body (GO:1904871) (GO_Biological_Process_2021)
1921       | CD14+ Monocytes (-0.38)   | intracellular non-membrane-bounded organelle (GO:0043232) (GO_Cellular_Component_2021) || nucleolus (GO:0005730) (GO_Cellular_Component_2021) || nuclear lumen (GO:0031981) (GO_Cellular_Component_2021)
166        | NK cells (-0.24)          | endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510) (GO_Biological_Process_2021) || nucleus organization (GO:0006997) (GO_Biological_Process_2021) || positive regulation of viral release from host cell (GO:1902188) (GO_Biological_Process_2021)
4897       | CD4 T cells (0.53)        | intracellular membrane-bounded organelle (GO:0043231) (GO_Cellular_Component_2021) || RNA binding (GO:0003723) (GO_Molecular_Function_2021) || cytoskeleton (GO:0005856) (GO_Cellular_Component_2021)
1435       | CD14+ Monocytes (0.26)    | regulation of myosin-light-chain-phosphatase activity (GO:0035507) (GO_Biological_Process_2021) || regulation of endothelial cell development (GO:1901550) (GO_Biological_Process_2021) || regulation of establishment of endothelial barrier (GO:1903140) (GO_Biological_Process_2021)
4736       | CD14+ Monocytes (-0.29)   | NAD binding (GO:0051287) (GO_Molecular_Function_2021) || oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616) (GO_Molecular_Function_2021) || small protein activating enzyme binding (GO:0044388) (GO_Molecular_Function_2021)
182        | CD4 T cells (0.33)        | mRNA 3'-UTR binding (GO:0003730) (GO_Molecular_Function_2021) || magnesium ion binding (GO:0000287) (GO_Molecular_Function_2021) || regulation of cell morphogenesis (GO:0022604) (GO_Biological_Process_2021)
2627       | B cells (0.50)            | endosome to lysosome transport via multivesicular body sorting pathway (GO:0032510) (GO_Biological_Process_2021) || secretory granule organization (GO:0033363) (GO_Biological_Process_2021) || DNA replication-independent nucleosome organization (GO:0034724) (GO_Biological_Process_2021)
319        | CD8 T cells (0.21)        | cytolytic granule (GO:0044194) (GO_Cellular_Component_2021) || primary miRNA binding (GO:0070878) (GO_Molecular_Function_2021) || carbohydrate kinase activity (GO:0019200) (GO_Molecular_Function_2021)
3535       | FCGR3A+ Monocytes (-0.36) | GTPase activity (GO:0003924) (GO_Molecular_Function_2021) || nucleoside-triphosphatase activity (GO:0017111) (GO_Molecular_Function_2021)
4359       | CD4 T cells (0.49)        | mRNA cleavage and polyadenylation specificity factor complex (GO:0005847) (GO_Cellular_Component_2021) || mRNA binding (GO:0003729) (GO_Molecular_Function_2021) || thiol oxidase activity (GO:0016972) (GO_Molecular_Function_2021)
1059       | CD14+ Monocytes (-0.48)   | positive regulation of vacuole organization (GO:0044090) (GO_Biological_Process_2021) || positive regulation of receptor-mediated endocytosis (GO:0048260) (GO_Biological_Process_2021) || positive regulation of organelle assembly (GO:1902117) (GO_Biological_Process_2021)
